,d18Oc,sigmaT,time,depth,lon,lat,species,species_idx,y_hat,residuals
0,4.44769697493699,27.89748614425679,LGM,-6.0,-119.5,-54.5,pachy_s,4,27.810293491421803,-0.087192652834986
1,4.456858793140094,27.907094456503103,LGM,-6.0,-114.5,-55.5,pachy_s,4,27.820399003036297,-0.08669545346680607
2,-0.5709909226299961,23.10236686861262,LGM,-6.0,-106.5,-5.5,ruber,0,23.291994469923957,0.1896276013113365
3,-0.5721279097775196,23.10236686861262,LGM,-6.0,-106.5,-5.5,sacculifer,1,23.25168857536647,0.14932170675384882
4,-0.9548270435394178,22.929091393080313,LGM,-6.0,-106.5,-0.5,sacculifer,1,22.708117464512654,-0.22097392856765907
5,-0.5204549254956463,23.063534001971618,LGM,-6.0,-97.5,-9.5,sacculifer,1,23.32537856212685,0.2618445601552324
6,-1.082594937758705,22.67266690853552,LGM,-6.0,-93.5,0.5,ruber,0,22.500456897305543,-0.17221001122997492
7,-1.1116368691507645,22.599604847580423,LGM,-6.0,-92.5,0.5,ruber,0,22.448688997527313,-0.15091585005311003
8,-1.1836650378834244,22.293951722848817,LGM,-6.0,-90.5,2.5,ruber,0,22.3302740832817,0.03632236043288373
9,-1.1900257765538358,22.293951722848817,LGM,-6.0,-90.5,2.5,sacculifer,1,22.398971250764788,0.10501952791597091
10,-1.1690373600607726,22.483572172885317,LGM,-6.0,-89.5,-1.5,ruber,0,22.358609947494703,-0.12496222539061463
11,-1.176111152087895,22.483572172885317,LGM,-6.0,-89.5,-1.5,sacculifer,1,22.414531184514935,-0.0690409883703822
12,-1.245862899765256,22.121932489414263,LGM,-6.0,-89.5,2.5,ruber,0,22.22238749029366,0.1004550008793963
13,-1.2515223367027788,22.121932489414263,LGM,-6.0,-89.5,2.5,sacculifer,1,22.2990736324371,0.1771411430228369
14,-1.3042654463739551,21.96667185278895,LGM,-6.0,-87.5,2.5,ruber,0,22.148161598129327,0.18148974534037876
15,-1.309903111563587,21.96667185278895,LGM,-6.0,-87.5,2.5,sacculifer,1,22.229336257677968,0.2626644048890192
16,-1.2786672510336041,21.782812567816165,LGM,-6.0,-87.5,5.5,sacculifer,1,22.281236951298215,0.49842438348204965
17,-1.2464973360558378,22.308651077136943,LGM,-6.0,-86.5,-2.5,ruber,0,22.22711790504511,-0.08153317209183442
18,-1.2519318614798247,22.308651077136943,LGM,-6.0,-86.5,-2.5,sacculifer,1,22.29485517630288,-0.01379590083406157
19,-1.281047700642573,22.19091293332434,LGM,-6.0,-86.5,-1.5,ruber,0,22.187371233189353,-0.003541700134988446
20,-1.286704737282528,22.19091293332434,LGM,-6.0,-86.5,-1.5,sacculifer,1,22.249403745830428,0.05849081250608634
21,-1.3081594164813066,22.120698135490755,LGM,-6.0,-85.5,-1.5,ruber,0,22.140122762453515,0.019424626962759817
22,-1.313480449314799,22.120698135490755,LGM,-6.0,-85.5,-1.5,sacculifer,1,22.208528967065664,0.08783083157490879
23,-1.2939592676278773,22.190289866520175,LGM,-6.0,-84.5,-2.5,ruber,0,22.163875343471407,-0.02641452304876779
24,-1.2987900125082532,22.190289866520175,LGM,-6.0,-84.5,-2.5,sacculifer,1,22.238184418907302,0.047894552387127476
25,-1.4647721337137336,21.35813573966564,LGM,-6.0,-84.5,8.5,ruber,0,21.894096541830965,0.5359608021653237
26,-1.4389363892646276,21.378681990364356,LGM,-6.0,-83.5,7.5,ruber,0,21.929740311276532,0.5510583209121762
27,-1.4501042436609328,21.810869493782974,LGM,-6.0,-82.5,-2.5,ruber,0,21.914302004619405,0.10343251083643068
28,-1.4534334721693698,21.810869493782974,LGM,-6.0,-82.5,-2.5,sacculifer,1,22.026724568771872,0.2158550749888981
29,-1.4895324139832269,21.675695768275602,LGM,-6.0,-82.5,-0.5,ruber,0,21.84720993469176,0.17151416641615924
30,-1.4945786577378757,21.675695768275602,LGM,-6.0,-82.5,-0.5,sacculifer,1,21.9575780776069,0.2818823093312979
31,-1.542217524617866,21.19763603267893,LGM,-6.0,-81.5,10.5,ruber,0,21.77844372568148,0.5808076930025514
32,3.2074649256130487,27.3070934743684,LGM,-6.0,-79.5,-43.5,bulloides,2,27.25813797403487,-0.048955500333530466
33,3.39406969950991,27.3070934743684,LGM,-6.0,-79.5,-43.5,pachy_d,3,27.385073628729245,0.07798015436084427
34,3.2051431560355614,27.30523046818695,LGM,-6.0,-78.5,-43.5,bulloides,2,27.267051602999945,-0.0381788651870032
35,3.3920137004279605,27.30523046818695,LGM,-6.0,-78.5,-43.5,pachy_d,3,27.3853108770526,0.08008040886565126
36,-0.4155900707576048,23.068797236545493,LGM,-6.0,-78.5,-17.5,bulloides,2,23.19575168361433,0.12695444706883663
37,3.190476754223626,27.296275741711725,LGM,-6.0,-75.5,-43.5,bulloides,2,27.232363270595435,-0.06391247111628928
38,3.3821016107664237,27.296275741711725,LGM,-6.0,-75.5,-43.5,pachy_d,3,27.38103098740725,0.08475524569552562
39,3.1363779779136456,27.239529230164976,LGM,-6.0,-75.5,-42.5,bulloides,2,27.190363046720506,-0.04916618344446988
40,3.271325043551032,27.239529230164976,LGM,-6.0,-75.5,-42.5,pachy_d,3,27.277331936412395,0.03780270624741888
41,3.0634119315294357,27.18191962763308,LGM,-6.0,-75.5,-41.5,bulloides,2,27.108512436953873,-0.07340719067920531
42,3.1504361434250097,27.18191962763308,LGM,-6.0,-75.5,-41.5,pachy_d,3,27.177358058088906,-0.004561569544172528
43,0.29737466984445887,24.484243108297164,LGM,-6.0,-75.5,-25.5,bulloides,2,24.000983996427394,-0.48325911186977066
