,sigmaT,d18Oc,lon,lat,species,species_idx,y_hat,residuals
0,22.432730674743652,-1.64,-167.5,-7.5,ruber,0,23.264595763296775,0.8318650885531227
1,22.432730674743652,-1.21,-167.5,-7.5,sacculifer,1,23.700277060928926,1.2675463861852734
2,23.212605476379395,-1.8483886,-158.5,21.5,ruber,0,23.05944813378031,-0.15315734259908353
3,25.40030527114868,2.28,-149.5,54.5,bulloides,2,27.147909918252463,1.7476046471037812
4,25.40030527114868,2.385,-149.5,54.5,pachy_s,4,27.256560730180556,1.8562554590318747
5,25.39438009262085,2.26,-148.5,54.5,bulloides,2,27.105278272667203,1.7108981800463532
6,25.39438009262085,2.25,-148.5,54.5,pachy_s,4,27.125642111110146,1.7312620184892964
7,24.581127166748047,-0.235,-120.5,34.5,bulloides,2,24.65165989377958,0.07053272703153368
8,24.581127166748047,0.4,-120.5,34.5,pachy_s,4,25.28251897038389,0.7013918036358433
9,26.536858081817627,2.3265,-119.5,-54.5,pachy_s,4,27.199794529303958,0.6629364474863308
10,24.380568027496338,0.305000005,-119.5,32.5,bulloides,2,25.197823619278978,0.8172555917826401
11,24.422617435455322,-0.12,-119.5,33.5,bulloides,2,24.75905715533112,0.33643971987579846
12,24.249270915985107,-0.5975,-118.5,31.5,bulloides,2,24.305998927282175,0.05672801129706784
13,26.57242202758789,2.28,-114.5,-55.5,bulloides,2,27.154900757018105,0.5824787294302141
14,26.57242202758789,2.56,-114.5,-55.5,pachy_s,4,27.417497650464682,0.8450756228767915
15,23.485012531280518,-1.61,-106.5,-5.5,ruber,0,23.282140686143574,-0.20287184513694356
16,23.485012531280518,-1.22,-106.5,-5.5,sacculifer,1,23.686517196642683,0.20150466536216527
17,23.117228507995605,-0.69,-106.5,-0.5,sacculifer,1,24.240531792257535,1.1233032842619295
18,23.86512517929077,-0.14,-97.5,-9.5,sacculifer,1,24.739060865817994,0.8739356865272221
19,22.878976345062256,-1.37,-93.5,0.5,ruber,0,23.52571706692713,0.6467407218648731
20,22.851552486419678,-1.56,-92.5,0.5,ruber,0,23.32655708150665,0.4750045950869719
21,22.48902940750122,-1.59,-91.5,26.5,ruber,0,23.30574003466861,0.8167106271673887
22,21.973981857299805,-1.53,-91.5,27.5,ruber,0,23.37898698964269,1.405005132342886
23,21.830985069274902,-2.04,-90.5,2.5,ruber,0,22.883971391272464,1.0529863219975617
24,21.830985069274902,-1.42,-90.5,2.5,sacculifer,1,23.500841453273903,1.6698563839990008
25,23.255507469177246,-1.6404999999999998,-89.5,-1.5,ruber,0,23.272893274545787,0.01738580536854073
26,23.255507469177246,-1.475,-89.5,-1.5,sacculifer,1,23.423973263408765,0.16846579423151908
27,21.763540744781494,-1.88,-89.5,2.5,ruber,0,23.02414602737981,1.2606052825983163
28,21.763540744781494,-1.76,-89.5,2.5,sacculifer,1,23.142664249122166,1.3791235043406722
29,21.616250038146973,-2.66,-87.5,2.5,ruber,0,22.255842542782723,0.6395925046357505
30,21.616250038146973,-2.03,-87.5,2.5,sacculifer,1,22.856554840347297,1.240304802200324
31,21.175283908843994,-1.5,-87.5,5.5,sacculifer,1,23.391827104491394,2.2165431956474
32,20.29079818725586,-1.27,-87.5,29.5,ruber,0,23.618872520208523,3.3280743329526636
33,23.42732000350952,-0.99,-86.5,-2.5,ruber,0,23.918223328318664,0.49090332480914256
34,23.42732000350952,-0.135,-86.5,-2.5,sacculifer,1,24.751278390413777,1.3239583869042555
35,23.235572814941406,-1.78,-86.5,-1.5,ruber,0,23.110262404431303,-0.12531041051010305
36,23.235572814941406,-1.23,-86.5,-1.5,sacculifer,1,23.654046604387734,0.4184737894463275
37,23.25470781326294,-1.53,-85.5,-1.5,ruber,0,23.379945023805973,0.12523721054303394
38,23.25470781326294,-1.23,-85.5,-1.5,sacculifer,1,23.637846256482952,0.38313844322001245
39,23.532283306121826,-1.57,-84.5,-2.5,ruber,0,23.33194816909127,-0.2003351370305566
40,23.532283306121826,-1.29,-84.5,-2.5,sacculifer,1,23.614571662248625,0.0822883561267993
41,20.644831657409668,-3.0,-84.5,8.5,ruber,0,21.9212222249463,1.2763905675366303
42,20.503868103027344,-2.6100000000000003,-83.5,7.5,ruber,0,22.287772110573158,1.7839040075458144
43,23.28854513168335,-1.61,-83.5,24.5,ruber,0,23.305839944855112,0.017294813171762513
44,23.584181308746338,-1.4,-82.5,-2.5,ruber,0,23.52145529981726,-0.06272600892907931
45,23.584181308746338,-0.99,-82.5,-2.5,sacculifer,1,23.91279278169254,0.3286114729462035
46,22.465205192565918,-2.1,-82.5,-0.5,ruber,0,22.824149457195453,0.3589442646295353
47,22.465205192565918,-1.91,-82.5,-0.5,sacculifer,1,22.993579063640734,0.528373871074816
48,22.46889638900757,-1.602208,-81.5,10.5,ruber,0,23.317594443189535,0.8486980541819662
49,25.423999786376953,2.04,-79.5,-43.5,bulloides,2,26.902612627418062,1.4786128410411088
50,25.423999786376953,0.69,-79.5,-43.5,pachy_d,3,25.589669506131592,0.1656697197546393
51,23.012248039245605,-1.728638,-79.5,13.5,ruber,0,23.159315280431528,0.14706724118592263
52,23.06343126296997,-1.8730000000000004,-79.5,16.5,ruber,0,23.02335341955127,-0.040077843418700354
53,23.06343126296997,-1.418,-79.5,16.5,sacculifer,1,23.48318850154848,0.41975723857850866
54,23.062631607055664,-1.495,-79.5,17.5,ruber,0,23.402072226815644,0.33944061975997997
55,23.062631607055664,-1.1949999999999998,-79.5,17.5,sacculifer,1,23.723711039585474,0.6610794325298102
56,25.389552116394043,1.84,-78.5,-43.5,bulloides,2,26.733203101665193,1.3436509852711502
57,25.389552116394043,0.76,-78.5,-43.5,pachy_d,3,25.621670557463492,0.23211844106944923
58,24.72170114517212,-1.86,-78.5,-17.5,bulloides,2,23.05301298267402,-1.6686881624980998
59,22.82188367843628,-1.97,-78.5,11.5,ruber,0,22.94062905202108,0.11874537358480097
60,22.94850254058838,-1.86,-78.5,12.5,ruber,0,23.047726757415,0.09922421682662019
61,23.038331031799316,-1.90494799999999,-78.5,14.5,ruber,0,23.027901148891488,-0.010429882907828869
62,23.040518283843994,-1.9400000000000002,-78.5,16.5,ruber,0,22.96640897736245,-0.0741093064815459
63,23.040518283843994,-1.64,-78.5,16.5,sacculifer,1,23.234730260592066,0.1942119767480719
64,22.973942279815674,-1.91688666666666,-77.5,12.5,ruber,0,22.974397047170545,0.00045476735487071096
65,23.02146291732788,-2.175,-77.5,16.5,ruber,0,22.72973760503006,-0.29172531229782095
66,23.02146291732788,-1.71,-77.5,16.5,sacculifer,1,23.210886892446602,0.18942397511872144
67,23.01745891571045,-2.126,-77.5,17.5,ruber,0,22.778479186616746,-0.23897972909370324
68,23.00697374343872,-2.0250000000000004,-76.5,16.5,ruber,0,22.88643123785788,-0.12054250558083979
69,23.00697374343872,-1.6,-76.5,16.5,sacculifer,1,23.288820313249797,0.28184656981107636
70,23.950939655303955,-1.564,-76.5,32.5,ruber,0,23.35916481214364,-0.5917748431603158
71,25.301454544067383,1.26,-75.5,-43.5,bulloides,2,26.148707469687935,0.8472529256205519
72,25.301454544067383,0.14,-75.5,-43.5,pachy_d,3,25.04169560230677,-0.2597589417606123
73,25.258327960968018,1.28,-75.5,-42.5,bulloides,2,26.15039351689886,0.8920655559308415
74,25.258327960968018,0.46,-75.5,-42.5,pachy_d,3,25.32848295505576,0.07015499408774417
75,25.215054035186768,0.58,-75.5,-41.5,bulloides,2,25.462646223145548,0.24759218795878013
76,25.215054035186768,0.75,-75.5,-41.5,pachy_d,3,25.618679334474443,0.40362529928767543
77,24.926773071289062,0.6749999999999999,-75.5,-25.5,bulloides,2,25.554008412245462,0.6272353409563998
78,24.21666145324707,-1.5,-75.5,31.5,ruber,0,23.386452416942163,-0.8302090363049075
79,24.032224655151367,-1.42,-75.5,34.5,ruber,0,23.494546063948448,-0.5376785912029192
80,25.22386407852173,1.85,-74.5,-41.5,bulloides,2,26.73860010411503,1.514736025593301
81,25.22386407852173,0.59,-74.5,-41.5,pachy_d,3,25.482022524506213,0.2581584459844848
82,25.18716049194336,0.28,-74.5,-40.5,pachy_d,3,25.19192437260773,0.00476388066437039
83,23.12398624420166,-1.805,-74.5,13.5,ruber,0,23.093089035240883,-0.03089720896077708
84,23.12398624420166,-1.35,-74.5,13.5,sacculifer,1,23.54279142445612,0.41880518025445923
85,22.975858688354492,-2.086484,-74.5,16.5,ruber,0,22.81371027939405,-0.1621484089604408
86,22.975858688354492,-2.05,-74.5,16.5,sacculifer,1,22.84106893256538,-0.1347897557891109
87,23.555166244506836,-1.70875,-74.5,21.5,ruber,0,23.192930919787948,-0.3622353247188883
88,23.555166244506836,-1.4600000000000002,-74.5,21.5,sacculifer,1,23.435200883060723,-0.1199653614461127
89,25.259029388427734,0.38999999999999996,-73.5,-35.5,bulloides,2,25.270403274881783,0.011373886454048687
90,25.259029388427734,0.5366666666666666,-73.5,-35.5,pachy_d,3,25.410102545735537,0.15107315730780257
91,25.188440322875977,0.24,-73.5,-33.5,bulloides,2,25.11580123399408,-0.07263908888189619
92,25.188440322875977,0.64,-73.5,-33.5,pachy_d,3,25.53079779391189,0.3423574710359141
93,25.138752937316895,0.03,-73.5,-29.5,pachy_d,3,24.919662214293364,-0.2190907230235304
94,25.259029388427734,-0.52,-72.5,-35.5,bulloides,2,24.377343088571113,-0.8816862998566215
95,25.259740829467773,2.535,-72.5,-33.5,bulloides,2,27.404139985079198,2.144399155611424
96,25.259740829467773,0.63,-72.5,-33.5,pachy_d,3,25.52474290593289,0.265002076465116
97,25.23076295852661,-0.31,-72.5,-32.5,bulloides,2,24.572251206667783,-0.6585117518588284
98,25.23076295852661,0.04666666666666667,-72.5,-32.5,pachy_d,3,24.94127936616958,-0.2894835923570298
99,25.225581645965576,-0.38,-72.5,-30.5,bulloides,2,24.52292557639566,-0.7026560695699153
100,25.225581645965576,0.08,-72.5,-30.5,pachy_d,3,24.961399335697866,-0.2641823102677101
101,22.972713947296143,-1.745,-72.5,15.5,ruber,0,23.173104581040683,0.20039063374454003
102,22.972713947296143,-1.39,-72.5,15.5,sacculifer,1,23.510758849021553,0.5380449017254101
103,22.920390129089355,-1.7850000000000001,-72.5,16.5,ruber,0,23.115784265604255,0.19539413651489923
104,22.920390129089355,-1.58,-72.5,16.5,sacculifer,1,23.330116721540865,0.4097265924515092
105,25.259740829467773,2.64,-71.5,-33.5,bulloides,2,27.494010446698265,2.234269617230492
106,25.259740829467773,0.08,-71.5,-33.5,pachy_d,3,24.943326256950808,-0.31641457251696536
