lat,lon,species,d18Oc,sigmaT,cluster,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,sigmaT_pred_Linear,sigmaT_res_Linear,sigmaT_pred_Poly2,sigmaT_res_Poly2,sigmaT_pred_LinearESF,sigmaT_res_LinearESF,sigmaT_pred_Poly2ESF,sigmaT_res_Poly2ESF
26.2,-14.79,"G, bulloides",-0.19,25.987104415893555,591,0.0261495594421747,0.0080459219122952,-0.0254130689207694,0.0032046356084689,0.0250077094858264,-0.0020722583419347,0.0184274523230073,-0.0004876131435497,0.0182790366436971,-0.0034954259932892,-0.013720370766511,-0.0097844079932836,0.0052635059271283,-0.0214128722200068,-0.0323987659105606,-0.0001329956809311,-0.0036499159451182,-0.0113143996184659,0.0141473327498186,0.0055756378698642,0.0200424051018422,-0.0209622791723502,0.0261341298645542,0.0088084697965702,0.0039303732071185,-0.051532887547829,0.0001777923570849,0.005164177752113,0.0028420292285929,-0.0219605943089831,-0.0065642053624486,-0.028656422699425,-0.0073421284609794,0.0187528610860153,-0.0088011282856062,0.0108616966424098,0.0148467499832572,0.0033699129762018,0.0018486758564551,-0.0074742739413042,-0.0017882796076948,0.0100516211086959,-0.004694013867891,-0.0385320167403632,-0.0026641903366323,0.0018385034632366,0.0113492415349515,-0.004937232036353,0.0181446734816532,-0.0062491328706572,24.823428027515412,1.1636763883781427,25.566941639300055,0.4201627765935001,25.928366629420363,0.05873778647319128,26.062866310858084,-0.07576189496452912
-27.5,-71.21,"G, bulloides",-0.34,25.27701759338379,105,0.0158286136610766,-0.0541845453245878,0.0567851933480771,0.0136532381577648,-0.0315693619845611,0.0769041024459097,0.0246746546178404,0.037328374988202,-0.0203502481690774,0.014244905929506,-0.0552531601514896,-0.0444160800481087,-0.0721766478690576,0.0106185080739066,-0.0379010725633804,-0.0079765887079363,0.0393006457114734,0.0298937187764256,-0.0487848696995884,-0.0353740513706317,0.0110844175121265,0.0055431526072951,0.0189709777445379,-0.0134822111406321,0.060264020330075,0.0111841627877835,-0.0238600352268269,-0.0050700735430737,0.0295557857119935,-0.047228034853602,-0.0380349691107002,-0.0217729208087573,-0.0191311334016429,-0.0145711455354366,0.0245596010492086,-0.0416926496054324,-0.0118738570603967,0.0640287812072136,-0.0104448792901433,0.0464303903913733,0.0797731661285677,0.0122776160716755,0.0245114387097118,-0.0062149249487578,-0.0421815801857344,-0.02244667025863,-0.0509518855697082,-0.0042248033796479,0.0461773560930187,-0.0238131908803635,24.68357224718847,0.5934453461953204,25.403366325232867,-0.12634873184907747,24.089284473510173,1.1877331198736165,24.500232331581874,0.7767852618019155
-30.36,-72.02,"G, bulloides",-0.38,25.27735710144043,103,0.0139163982260072,-0.0564984530870533,0.0570590291110849,0.0047911036886456,-0.0337161262259007,0.0734199663406857,0.0293877234098783,0.0425927892920067,-0.0221449043948852,0.0038350104024014,-0.0475935327945,-0.0354519074484173,-0.0526836226207221,0.0242084869227621,-0.0399091123440344,-0.0253363467968309,0.0299689755291473,0.0035054153217153,-0.0313617003843003,-0.0472777136291502,0.0096622095932336,-0.0120908179018094,0.008463472413128,-0.0206772246358676,0.0332075063035713,0.0082987951784907,-0.0173987972281812,0.0135377046316571,0.0430318733923608,-0.0079817579480823,-0.0284214477456916,-0.0074632339329501,-0.0101217859247121,-0.0020040990462692,-0.0020990361209692,0.0148041854890843,-0.0509638765151237,0.013808945003713,0.0221786923835253,-0.0425629148966352,-0.0144172165783825,-0.0028071569416109,0.0091333933211187,-0.0159317762016132,0.0092229172958802,0.0106597725395135,-0.0449916816463497,0.0413903067690441,-0.0500024599827297,0.1059958987872547,24.634748580058115,0.6426085213823143,25.3647252235204,-0.08736812207996891,24.14556347479781,1.1317936266426187,24.437946077521662,0.8394110239187675
-30.36,-71.96,"G, bulloides",-0.24,25.230365753173828,104,0.0139336889873965,-0.0565057740118924,0.0569781191722435,0.0047832846693759,-0.03366110369753,0.0734131599068205,0.0291300694089738,0.0426353389093416,-0.0222537857547581,0.0040020690833522,-0.0475185480326767,-0.0357099664133592,-0.0527182537613999,0.0239751960184243,-0.0400263438675276,-0.0249367994843425,0.0298964503673615,0.0033926027526343,-0.0312063923023637,-0.0473833114737785,0.0094211524623947,-0.0121713739990197,0.00842422748525,-0.0210245233151569,0.0326848392818771,0.0079634846838179,-0.0176545789176878,0.0142136510019542,0.0436850597452871,-0.0076217988969368,-0.0279167585803957,-0.0076238786481732,-0.0094334041475333,-0.0017334305079046,-0.0028341715317558,0.016149588313709,-0.0508373393248695,0.0156512582605197,0.0222064483508556,-0.0403286786386886,-0.0122792617434718,-0.0017558289821948,0.0099053169371595,-0.0152889469966144,0.0085280030205215,0.0117846777286661,-0.0447180842809884,0.0398760916225016,-0.0486152045908116,0.1046613380371867,24.776194848013667,0.45417090516016145,25.5035919263784,-0.27322617320457354,24.230728472697933,0.9996372804758948,24.54974006363061,0.6806256895432199
-32.29,-72.27,"G, bulloides",-0.54,25.27269172668457,102,0.0126537488413146,-0.0580157651597677,0.0567775468769007,-0.0011732849208595,-0.0348002533097055,0.0701211782158703,0.0307271971519076,0.0462090489243821,-0.0227072841998183,-0.0034514593414075,-0.0397522926266545,-0.0304394012703155,-0.0388602467405393,0.0306739922349467,-0.0398546284965521,-0.03292709175779,0.0214287357156042,-0.0115144863845488,-0.0104316014516357,-0.0455158745595932,0.0105180216876395,-0.0209055657325536,0.0024012570844992,-0.0169758543783966,0.0046521318704151,0.00682972696992,-0.0167837759333152,0.0238619098884116,0.0426871163049282,0.0205480192149872,-0.0153586400698687,0.0161991240650347,0.0060343811139084,0.0106813088716077,-0.0276619959929667,0.0501030857093781,-0.0336515623284078,-0.0049775960226231,0.0318869072522863,-0.0296531574725067,-0.0122043178018005,0.0010063642807587,-0.0079713089208888,0.0084947469925681,0.0409468950688676,0.0414657811850336,0.0057107062598374,0.0100807901377377,-0.0294477754343932,0.0602099374869784,24.491436180706337,0.7812555459782331,25.165584877680825,0.10710684900374545,24.13449399549233,1.138197731192239,24.355683484876852,0.9170082418077179
-35.22,-72.81,"G, bulloides",-0.52,25.360036849975582,-1,0.0105932229906177,-0.0601665055423918,0.0564626386257708,-0.009885800095888,-0.0366096306864539,0.0641111592014989,0.0331279336752953,0.0510004818068069,-0.0208846024336352,-0.0156771984074992,-0.025017593204598,-0.0213179125301079,-0.0188555376613032,0.037412477866865,-0.037599500445181,-0.0429604112920179,0.0114592936220772,-0.0252471967556581,0.0178938526592331,-0.0281481678466141,0.0132717057448148,-0.0250578972511335,-0.0123905668620537,-0.0035228374795141,-0.0312159146232106,0.0073765991630774,-0.0098566481363719,0.0230778604938437,0.0239769929305217,0.0451879784334636,0.0079743944126671,0.0336022102632283,0.0220541102048682,0.0252405898469325,-0.0528521962390428,0.0639559732327161,-0.0018316230482465,-0.0075674815056365,0.0229658102267747,0.0216816162593685,-0.0014132906278753,0.0128073783159888,-0.0276565797161246,0.0313538523692898,0.070771934247387,0.0394292865909138,0.0756500352141486,-0.039486688596869,0.0386241145365474,-0.045821178567792,24.49761365147126,0.8624231985043238,25.192806258592718,0.16723059138286445,24.291361071516874,1.068675778458708,24.421884440234503,0.9381524097410789
-35.28,-73.22,"G, bulloides",0.0,25.3323974609375,87,0.0104393002593618,-0.0601594997455124,0.0569615759563268,-0.0100797573342253,-0.0369328331250465,0.0639229974500655,0.034739379739062,0.0509957319248379,-0.02026309812176,-0.017417065572515,-0.0249741117412832,-0.0195616096497783,-0.0181199573201138,0.0392291800212985,-0.0363334141149447,-0.0460929973156628,0.0115092805749977,-0.0249095205466659,0.0179195697490094,-0.0273206118445253,0.0152544436246439,-0.0251516103270841,-0.0131495390895714,-0.0003888423667936,-0.0287564036917504,0.0114230403523342,-0.0100634745213397,0.0202546505178547,0.0196114128899263,0.0447114800817199,0.0069123761595378,0.0331649778014388,0.0210617313443229,0.0251416235345555,-0.0497680639966728,0.0579055159715403,-0.0006565083872305,-0.0177295577187223,0.0220118648600772,0.0120410828792573,-0.0139758601186411,0.0101195386956841,-0.0307212056888262,0.0246389019528997,0.0771989803735345,0.0342241406768225,0.0708769343488327,-0.0343746616866361,0.0340063043478034,-0.042389088521252,24.991756666989026,0.3406407939484737,25.75409260405131,-0.4216951431138085,24.628853434913346,0.7035440260241543,24.83559365822573,0.4968038027117707
-35.22,-73.49,"G, bulloides",-0.31,25.3323974609375,130,0.0104036673542503,-0.0600819586293591,0.0573261214123237,-0.0099239154706152,-0.0370965377876517,0.0640162026060791,0.0358025744850595,0.0508307094898982,-0.0199315360534352,-0.0182088536987651,-0.0255196411685035,-0.0186358257651431,-0.018221706305742,0.0403756237967506,-0.0355359469949142,-0.0480304012487723,0.0117772985232103,-0.0243490215713255,0.0171087335612243,-0.0276375503058507,0.0165961023828629,-0.0252856501812608,-0.0130134764777451,0.0012622353494821,-0.0260311660562858,0.0141932164481809,-0.0105112790902721,0.0184802716786535,0.0173814768167472,0.0438966792563028,0.0052079033448945,0.0329271378800057,0.0196736282590101,0.0246647038071036,-0.0468231658931323,0.0536757667913701,-0.0005453796057247,-0.0258249248148841,0.0220551924183093,0.0027976766329943,-0.0232413689539097,0.007401834671939,-0.0328655870230542,0.0197997576616735,0.0812347088969039,0.0313755512206037,0.0656012764194393,-0.0290220822532468,0.0282854740433235,-0.0358171674880881,24.710983668032036,0.6214137929054644,25.43618975824232,-0.10379229730482109,24.431580742026828,0.9008167189106722,24.611522143911166,0.7208753170263336
-27.47,-71.17,"G, bulloides",0.04,25.27701759338379,106,0.0158572843761669,-0.0541633139691914,0.0567377995821986,0.0137381440254093,-0.0315124988782905,0.0769235364359884,0.0244785136468879,0.0373040494188011,-0.020387172661319,0.0144083880844857,-0.055269768298927,-0.0446429347685629,-0.0723779729969762,0.010361904250044,-0.0379051603962332,-0.0075971593829818,0.0393319394909299,0.0301109443954954,-0.0488534295890926,-0.0352678687604489,0.0110167789425993,0.005681297494951,0.0189838495190988,-0.013503865225305,0.0602440136932625,0.0111933301347904,-0.0242004970137922,-0.004858494940076,0.029680903571116,-0.0474298632709456,-0.037715583927106,-0.0222279386802143,-0.0187106415834176,-0.0143777815151111,0.0244314281223386,-0.0414294271195871,-0.011369035361266,0.0657176171758236,-0.0108551366572611,0.0486317400652641,0.08172998312785,0.0131791182307929,0.0253582679389191,-0.0062168733129887,-0.0429727245022031,-0.0222377157388909,-0.0512394831138942,-0.0055844847200946,0.0478112410268256,-0.0260599274513901,25.028117041511774,0.24890055187201554,25.805619155991856,-0.5286015626080669,24.343563384755775,0.9334542086280138,24.7505854031911,0.5264321901926898
-35.25,-73.42,"G, bulloides",1.48,25.3323974609375,131,0.0104033297799848,-0.0601126280690388,0.0572262408697039,-0.0100059813900078,-0.0370609357772074,0.0639599803529321,0.035526429663885,0.0508973471871314,-0.0200064812812254,-0.0180564932790212,-0.0252939743668784,-0.0188417947895312,-0.0181077138673284,0.0400870293913926,-0.0357347070239485,-0.0475488068597717,0.0116709199562696,-0.0245428581968572,0.0174435798194746,-0.0274315526190207,0.0162451603313843,-0.025243546405916,-0.0131422759794994,0.0008967163897341,-0.0269033230548429,0.0134647150479664,-0.0103542087018377,0.0189290346015184,0.0178619967730672,0.0441860967816851,0.0058003226334984,0.0329838455457275,0.0201405756162338,0.0248543431224417,-0.0477174108866605,0.0548095319269756,-0.000459038274636,-0.0235316328927079,0.0219418700059619,0.0056211799667086,-0.020691118810553,0.0082480471146365,-0.0322985695933917,0.0211155840974626,0.0802274360259874,0.0320296869740726,0.0672744511072551,-0.0307103707745924,0.030181870611745,-0.0381631922445753,26.38743709709279,-1.0550396361552892,26.818035435494547,-1.4856379745570472,25.554467254540178,-0.2220697936026781,25.633629438615696,-0.30123197767819576
