9.000000357627868652e-02	2.651550292968750000e+01
5.600000023841857910e-01	2.660681152343750000e+01
1.580000042915344238e+00	2.767028808593750000e+01
2.000000029802322388e-01	2.698168945312500000e+01
-4.300000071525573730e-01	2.665808105468750000e+01
1.539999961853027344e+00	2.758374023437500000e+01
0.000000000000000000e+00	2.666149902343750000e+01
4.799999892711639404e-01	2.707141113281250000e+01
-1.199999973177909851e-01	2.588806152343750000e+01
9.399999976158142090e-01	2.731787109375000000e+01
1.309999942779541016e+00	2.736889648437500000e+01
7.999999821186065674e-02	2.690014648437500000e+01
1.990000009536743164e+00	2.648986816406250000e+01
9.999999776482582092e-03	2.559460449218750000e+01
1.330000042915344238e+00	2.905371093750000000e+01
1.320000052452087402e+00	2.898767089843750000e+01
-1.299999952316284180e+00	2.604382324218750000e+01
1.450000047683715820e+00	2.867517089843750000e+01
-1.205000042915344238e+00	2.559460449218750000e+01
2.109999895095825195e+00	2.545068359375000000e+01
1.870000004768371582e+00	2.866467285156250000e+01
1.070000052452087402e+00	2.823730468750000000e+01
1.129999995231628418e+00	2.670031738281250000e+01
1.240000009536743164e+00	2.860974121093750000e+01
1.999999955296516418e-02	2.673181152343750000e+01
1.389999985694885254e+00	2.857421875000000000e+01
-2.160000056028366089e-01	2.694091796875000000e+01
9.200000166893005371e-01	2.747082519531250000e+01
1.299999952316284180e-01	2.694396972656250000e+01
1.120000004768371582e+00	2.880102539062500000e+01
1.700000017881393433e-01	2.662658691406250000e+01
0.000000000000000000e+00	2.690991210937500000e+01
1.199999973177909851e-01	2.570043945312500000e+01
4.900000095367431641e-01	2.570043945312500000e+01
5.999999865889549255e-02	2.694091796875000000e+01
5.999999865889549255e-02	2.658117675781250000e+01
-1.070000052452087402e+00	2.505859375000000000e+01
2.470000028610229492e+00	2.653796386718750000e+01
1.200000047683715820e+00	2.905371093750000000e+01
3.999999910593032837e-02	2.630371093750000000e+01
1.509999990463256836e+00	2.761291503906250000e+01
1.679999947547912598e+00	2.705419921875000000e+01
1.139999985694885254e+00	2.752148437500000000e+01
