lat,lon,species,d18Oc,sigmaT,cluster,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,d18Oc_stdev
22.99,-17.33,"G, ruber",-1.09,25.95768165588379,154,0.0451354027068486,0.0368142707126699,0.0392944869574472,0.0303179129298729,0.0225532808478526,0.028717789418237,0.0593005734444521,0.0041714445949392,9.07991969820124e-07,0.0927341784173039,-0.0319886723968804,0.0157821445138975,-0.008164480629818,-0.0366366752578162,0.0346284032562441,-0.0102908396413652,-0.0220752863579008,-0.0010835790071045,0.0119321329508558,0.0157009644409173,-0.0041959459572142,0.0063880060880216,-0.0203235927451585,0.0192918936980092,-0.0299467691325814,-0.0066251468593856,-0.0035867319308631,-0.0034335825832183,0.0202630976455794,0.0087046769957004,0.0160438755655376,0.0126775972424964,-0.022035596765443,-0.0004851747218822,-0.030697842029788,-0.0176835088373985,0.0332149639327829,-0.0188413035015559,0.0029386590271227,-0.0295738668432715,0.0243588653718311,-0.0287491473575076,-0.0055610061566171,0.0012140269352825,-0.0022020395461963,0.0094481836726996,0.0174788520340478,-0.0087983806658915,0.0009451589744315,0.0090277618101559,-0.0268904587606979,0.0182460115371752,0.0066902134320653,0.0142099226290164,-0.0237636985554579,0.0099920387476776,0.0048969134098771,-0.0065855227631262,0.1
22.92,-17.22,"G, ruber",-0.86,26.017234802246094,154,0.0450567384369886,0.0370988783782809,0.0390692202035514,0.030342292389221,0.0223519078213918,0.0288136892630029,0.0595112790316423,0.0035071111831825,-9.487498900535564e-05,0.0932548208704519,-0.0316432636910414,0.0164982098247876,-0.0086197550728548,-0.0366955572277193,0.0347281479228429,-0.0106405877353536,-0.0219295498862901,0.0002185151870768,0.0122320248275298,0.0160897128609289,-0.0042622037486642,0.0061186394694773,-0.0212666726937783,0.018584547734761,-0.0292247860683779,-0.0063796760836954,-0.0037184249474148,-0.0030199779990827,0.0203138956242289,0.0084810789421206,0.0163306442180126,0.0121327489046031,-0.0223670591948815,-0.0009106356777285,-0.0308597467176595,-0.0170313334485504,0.0335891489100362,-0.0185759333577862,0.0033504514433124,-0.0278866894235865,0.0248389276039182,-0.0283163754018612,-0.0051499407859923,0.001506226347238,-0.0016516807933148,0.0097922362114887,0.0173968338189938,-0.0087587485767278,0.0002262622305331,0.0096767596571021,-0.0273281740604629,0.0190009721875819,0.0071574405113824,0.0152164448721654,-0.0246493800148396,0.010960461307526,0.0066829143970766,-0.0070302727220187,0.1
22.91,-17.19,"G, ruber",-1.16,26.017234802246094,154,0.0450324071448427,0.0371711637912208,0.0390416611819893,0.0303384823017324,0.022289033990465,0.0288313038119543,0.0595397555739401,0.0033370396671371,-0.0001192434259177,0.0934008495304645,-0.0315951795323535,0.0167088139524579,-0.0088090192027441,-0.036764984188241,0.0348384922226823,-0.0107510760115531,-0.0219288886139824,0.0006409088948977,0.0122726005337061,0.0160807922805599,-0.0042777401347893,0.006073110680939,-0.0215079862275911,0.0184254553693335,-0.0289672939272756,-0.0062639339401804,-0.0037720820143822,-0.0029150895034201,0.0203351290914769,0.0084367463734015,0.0164334569836073,0.0119611664214359,-0.0224766627017904,-0.001053117224813,-0.0309488787996188,-0.0168949095912328,0.0337111470384116,-0.0185263158741745,0.0034616164013331,-0.0275110527211998,0.0250110397244132,-0.0282635495443135,-0.0050848124907739,0.0015749703887295,-0.0015166385518461,0.0098835561744217,0.0174140120862661,-0.0088016331416623,1.927052819957922e-05,0.0098811386107335,-0.0274339752231431,0.0191809514548982,0.0072873371214433,0.015428281181927,-0.0248687331568256,0.0112511755544001,0.0071431854916964,-0.00715758796889,0.1
22.9,-17.16,"G, ruber",-0.93,26.017234802246094,154,0.0450080469782865,0.0372434310464575,0.0390141028200492,0.0303345911520986,0.0222262133639693,0.0288489588474538,0.0595679065193956,0.0031670578429536,-0.0001432880491832,0.0935466625372962,-0.0315474431224945,0.0169191629906791,-0.0089982859141909,-0.0368346774347346,0.0349486685944295,-0.010861355476345,-0.0219281358147717,0.0010628807804394,0.01231275666041,0.0160714756748043,-0.0042931352094075,0.0060278071061719,-0.0217487729268122,0.0182667847544111,-0.0287098554256579,-0.0061482543902862,-0.0038257628022899,-0.0028102696271849,0.0203562981697903,0.0083925818016943,0.0165361754495027,0.0117897219757538,-0.0225857974135474,-0.001195371159384,-0.0310377116295335,-0.016758956074479,0.0338329585449925,-0.0184768160619824,0.003572437448493,-0.027136371759576,0.0251828567011232,-0.0282112584729316,-0.0050201040890451,0.0016435036658023,-0.0013819809410612,0.0099746249468752,0.0174309312653091,-0.0088446352451275,-0.0001878927743496,0.0100850620490655,-0.0275388476979742,0.0193603403218321,0.0074167523035109,0.0156388680551631,-0.0250874271185955,0.0115409612259494,0.0076019968543153,-0.007284540775401,0.1
23.5,-18.72,"G, ruber",-1.22,25.68144798278809,155,0.0462103763499869,0.0334168637544773,0.0407458312569924,0.0303353374197941,0.0254758603181625,0.0279189016377003,0.0574070807029443,0.012215465366512,0.001529759087589,0.0857501129256348,-0.0349315887950575,0.0058720402896582,0.0001871930202887,-0.034034946857968,0.0298133788656393,-0.0049837239507244,-0.0221374969267442,-0.0206760726225875,0.0093216280031606,0.0149467329673369,-0.0032564428577096,0.0089552559800255,-0.0084462336218012,0.0273274517966354,-0.0415538668847838,-0.0117497393884338,-0.0013097344043803,-0.0083386608208274,0.0192345416571539,0.0110454050904912,0.0113580618993983,0.0206398314770921,-0.0165519452744984,0.0062541228700301,-0.0264614051684495,-0.0247967170068258,0.0275106668070595,-0.0214098294937511,-0.0025957135385038,-0.0486120957556915,0.0164183306085694,-0.0323223008380025,-0.0094530615660969,-0.0022655123061316,-0.008982621638444,0.0049275503194401,0.0166579155212805,-0.0072980483580608,0.0101273061304995,-0.000680707653918,-0.0208630143657589,0.009133936397674,5.898771990246955e-05,0.0026401086042808,-0.0128665509159638,-0.004259390350337,-0.0181473849899939,-0.0003533510694222,0.1
26.84,-15.11,"G, ruber",-0.9,25.88053131103516,131,0.041741605433941,0.0390688789311769,0.0542156711119729,0.0249478344157896,0.0137585936831997,0.0237190675346504,0.0456134688505066,-0.0022970850875052,-0.0018478184957205,0.0948284086373268,-0.0416118702909744,0.0311312240573072,-0.0418880498019552,-0.0549954213462627,0.0694738005518258,-0.020031870082616,-0.0356420414547505,0.047093791486005,0.0026907057701382,-0.0383438070241921,0.001495217530114,0.0141995211117312,-0.0214444667490807,0.0155830172204932,0.0129387641610613,0.0165722835852474,-0.0054384656685793,-0.0048947524679821,0.0230451955764748,0.0114835113184056,0.0208074857855738,-0.0047719109211992,-0.0290150283358892,-0.0137634412726319,-0.0443220806456231,-0.022612243899459,0.0258336305753471,-0.0168550879021994,0.0068110191162105,-0.0271045004640914,0.0335693121996546,-0.0309628616316235,-0.011537733835023,-0.000877413530422,0.0033602844778481,0.0093259052326102,0.02547624698127,-0.0266110068075074,-0.0128524917159355,0.0272328304767961,-0.0194614139777556,0.0139814761974355,0.01627908738673,0.0008952149573494,-0.0163740884228213,0.0295578334675997,0.0194278955649106,-0.0120536945955344,0.1
26.65,-15.05,"G, ruber",-0.83,25.897735595703125,131,0.041756579124317,0.0393305284544302,0.05354036183602,0.0251158196588126,0.0138783771615315,0.0240144583377444,0.0463086781792524,-0.0028167070882962,-0.0018132534041439,0.0956911838215262,-0.0413434957367327,0.0315437299115653,-0.0417749622667423,-0.0551174720441183,0.0689417424549942,-0.0203464823434639,-0.0353815570319563,0.0473083732021962,0.002776319237909,-0.0362813340524343,0.0008695356944237,0.0137797998887722,-0.0227627661774373,0.0155106490923653,0.0124245870414083,0.016513360313818,-0.0060350284807342,-0.0043938575805907,0.0231897031476923,0.0114505827394206,0.0214778293841114,-0.0052322710065187,-0.0296947617554651,-0.0140623166576785,-0.0447466428890552,-0.0220477704546452,0.0272925915287311,-0.0169345573454009,0.0070821523355301,-0.025871364885765,0.0342692673140649,-0.0312683766198145,-0.0110137373301378,-0.0003838906610127,0.0034956484010565,0.0099161094057904,0.0252311606416939,-0.0263366480692937,-0.0135829044782461,0.0272698485809567,-0.0199111207166764,0.0149284599329613,0.0163483516704891,0.001759196490327,-0.0177507258872261,0.0298138142196273,0.0204680790830923,-0.0124121430506162,0.1
26.41,-14.96,"G, ruber",-0.77,25.94698143005371,131,0.0417605400478703,0.0396897737082726,0.0526909200520751,0.0253189673938328,0.0139949197283225,0.0243826990887662,0.0471657686071157,-0.0035433054410398,-0.001772637965101,0.0967835173431827,-0.0409579819407648,0.032120350973421,-0.0416797464473977,-0.0552606620354492,0.0682732569015296,-0.0207626686780507,-0.0350351949193702,0.0477086881552868,0.0029235394889981,-0.0337303820691174,0.0001169683787791,0.0132316123681696,-0.0244600517792756,0.0153174295789164,0.011897201921877,0.0164531344706818,-0.0067476691364604,-0.0037433934856456,0.0233646275761652,0.0113787812066875,0.022294160230375,-0.0058510385848629,-0.0305181517688652,-0.0144612531826535,-0.0452380171528196,-0.0212722065200634,0.0290471275722638,-0.0169738225733582,0.0074450155082677,-0.024119896634947,0.0351135992968905,-0.0315265764818463,-0.0102985963292002,0.0002443606618326,0.003732059521141,0.0106563029705279,0.0248770246716177,-0.0259714179442503,-0.0145645172989307,0.0273615224026229,-0.0204521407950664,0.0161501448728508,0.0164786764495031,0.0029024078706515,-0.0194926960692059,0.0301843473060822,0.0219125806787304,-0.0128807609028669,0.1
26.49,-14.93,"G, ruber",-0.98,25.94698143005371,131,0.0417022332183256,0.0396947920663015,0.0529932293595658,0.0252170999672892,0.0138461454764387,0.0242480285931707,0.0468580207521232,-0.0035844202314973,-0.0018086992603488,0.0965851757973783,-0.0410177712683655,0.0322046010056177,-0.0420542271321952,-0.0553753372499815,0.0686734221268349,-0.0208031083916805,-0.0352007166781135,0.0481975738022889,0.0028636956400373,-0.0347309916372591,0.0003349671371832,0.013366101570228,-0.0242211633150238,0.015176397766339,0.0125212807477275,0.0166927274925511,-0.0065761253701126,-0.0038969751285066,0.0233649090061625,0.0114025173606471,0.0221054587204925,-0.0059872875304358,-0.0304140703909862,-0.0144905571105745,-0.0452066271422181,-0.0213497022156565,0.0284294435161242,-0.0168088112492444,0.0074070880039787,-0.0240014557670416,0.0348489237505917,-0.0311790681495988,-0.0102689501433784,0.0001372190855753,0.0038308312330232,0.0105089845569945,0.0248390569694224,-0.02611143436389,-0.0146243177959566,0.0274767728194556,-0.0201338696660464,0.0159132884509533,0.0165757423030573,0.0025936057353913,-0.0190660099170209,0.0302074372999587,0.0218934124126084,-0.0128247569863746,0.1
26.29,-14.86,"G, ruber",-1.22,25.94698143005371,131,0.0417093217682927,0.0399834636137881,0.0522833198167185,0.0253881005077944,0.0139473911483288,0.0245560675350163,0.0475635605190253,-0.0041682056783958,-0.0017694467511471,0.0974653004033917,-0.0406915754852727,0.0326604416887397,-0.0419341631579773,-0.0554604026216342,0.0680865136814721,-0.0211231933450679,-0.0348924109919269,0.0484788332691925,0.0030045749170731,-0.0326088717236229,-0.0002643986283197,0.012912164352477,-0.0255845216629442,0.0150065275370467,0.0120591732904003,0.0166084809652679,-0.0071390087065829,-0.0033544929083595,0.0234940995749036,0.0113281169842712,0.0227568327956945,-0.0064537173341711,-0.0310465893429389,-0.0148045615862131,-0.0455675301857551,-0.0207109877424862,0.0298612104805333,-0.0168451039361293,0.0077052183001325,-0.02259664734597,0.0355389292349141,-0.0313969854082446,-0.0097115867753793,0.0006413575632537,0.0040238447568062,0.0111041743891015,0.0245590313158844,-0.0258006911498021,-0.015397186887611,0.0275525841701346,-0.0206018096152259,0.0169087277636098,0.0166783463765837,0.0035548383784421,-0.0204885595665233,0.0305193831117063,0.0230713004558028,-0.0132051445269703,0.1
