lat,lon,species,d18Oc,sigmaT
-42.883,8.968,"G, bulloides",2.1547,26.397232055664062
-35.822,18.102,"G, bulloides",0.3556,25.52044105529785
-35.822,18.102,"G, bulloides",0.4077,25.52044105529785
-48.567,-6.0,"G, bulloides",2.83,26.830711364746094
41.997333,4.835667,"G, bulloides",1.14,27.64872169494629
-48.319,7.757,"G, bulloides",2.38,26.803380966186523
-48.319,7.757,"G, bulloides",2.55,26.803380966186523
64.0,-12.1,"G, bulloides",1.7,27.3453426361084
63.35,-13.31,"G, bulloides",1.5,27.262680053710938
63.05,-13.84,"G, bulloides",1.6,27.262680053710938
61.63,-16.5,"G, bulloides",1.6,27.123056411743164
60.4,-12.42,"G, bulloides",1.4,27.153976440429688
59.67,-9.3,"G, bulloides",1.3,27.100156784057617
60.1,-7.14,"G, bulloides",1.3,27.18836212158203
61.36,-3.21,"G, bulloides",1.2,27.23741912841797
62.78,3.9,"G, bulloides",1.3,26.63471794128418
63.08,2.99,"G, bulloides",1.3,26.959442138671875
63.25,2.6,"G, bulloides",1.3,26.959442138671875
63.76,1.39,"G, bulloides",1.5,27.08819007873535
64.01,-0.73,"G, bulloides",1.6,27.335969924926758
64.57,-0.72,"G, bulloides",1.5,27.335969924926758
65.1,-2.42,"G, bulloides",1.6,27.430063247680664
63.46,3.04,"G, bulloides",1.4,26.834609985351562
66.61,2.66,"G, bulloides",1.8,27.313858032226562
65.51,-7.18,"G, bulloides",2.5,27.49766731262207
66.61,1.55,"G, bulloides",1.8,27.35585594177246
67.04,-6.59,"G, bulloides",2.5,27.59235191345215
62.89,1.37,"G, bulloides",1.6,26.98192024230957
37.09,-32.03,"G, bulloides",0.17,25.75889015197754
58.76,-25.96,"G, bulloides",1.51,27.084978103637695
37.74,-10.17,"G, bulloides",-0.216,26.160566329956055
-54.19,144.78,"G, bulloides",2.73,26.868982315063477
-50.59,147.15,"G, bulloides",3.22,26.660673141479492
-49.02,128.77,"G, bulloides",2.26,26.67914581298828
-52.94,109.92,"G, bulloides",2.97,26.986570358276367
-46.07,90.11,"G, bulloides",1.98,26.579980850219727
-45.75,82.93,"G, bulloides",1.96,26.466665267944336
36.79,11.82,"G, bulloides",0.97,26.783203125
39.16,15.08,"G, bulloides",1.87,26.993385314941406
39.67,13.57,"G, bulloides",1.39,27.0394344329834
41.52,17.98,"G, bulloides",1.33,27.75012969970703
40.55,13.35,"G, bulloides",1.24,27.1804256439209
50.42,167.73,"G, bulloides",2.1666667,25.946434020996094
-22.45,12.36,"G, bulloides",0.0566416128873824,25.622663497924805
62.89,1.38,"G, bulloides",1.6,26.98192024230957
67.0,-6.21,"G, bulloides",2.4,27.59235191345215
41.1,4.84,"G, bulloides",1.12,27.64872169494629
66.34,-0.36,"G, bulloides",1.8,27.422025680541992
65.39,-4.74,"G, bulloides",1.9,27.46693229675293
51.5683,-20.0,"G, bulloides",1.09,26.751935958862305
53.1783,-19.145,"G, bulloides",1.02,26.841827392578125
53.5367,-20.29,"G, bulloides",0.86,26.842443466186523
66.935,7.7383,"G, bulloides",1.79,26.970056533813477
67.4968,8.3577,"G, bulloides",2.03,27.01011085510254
70.9912,16.4015,"G, bulloides",1.98,27.003076553344727
71.0965,15.2812,"G, bulloides",2.21,27.2526912689209
66.7667,4.9167,"G, bulloides",2.23,27.206750869750977
67.0847,2.9083,"G, bulloides",2.15,27.39580535888672
67.833,1.502,"G, bulloides",2.23,27.42392921447754
68.2405,1.0018,"G, bulloides",2.34,27.48655891418457
68.5005,0.8323,"G, bulloides",2.11,27.502824783325195
68.728,0.1562,"G, bulloides",2.18,27.502824783325195
70.0002,-2.9938,"G, bulloides",2.1,27.642133712768555
68.4205,4.0088,"G, bulloides",1.97,27.411996841430664
65.5117,-0.1167,"G, bulloides",2.21,27.376211166381836
66.5443,6.6922,"G, bulloides",1.76,27.059221267700195
52.55,-20.3333,"G, bulloides",0.64,26.7988338470459
65.42,-3.23,"G, bulloides",1.9,27.448686599731445
70.035,-0.065,"G, bulloides",2.38,27.621360778808594
64.543,-28.203,"G, bulloides",1.75,27.221649169921875
63.06,0.79,"G, bulloides",1.4,27.20906639099121
65.033,-28.283,"G, bulloides",1.81,27.09003257751465
67.3525,8.3065,"G, bulloides",2.18,27.01011085510254
67.578,7.2162,"G, bulloides",2.26,27.113950729370117
67.6785,7.0753,"G, bulloides",2.26,27.113950729370117
67.617,5.7653,"G, bulloides",1.92,27.264406204223633
62.0065,-2.1736,"G, bulloides",1.67,27.3312931060791
62.0492,-2.5076,"G, bulloides",1.66,27.3312931060791
63.737,-25.738,"G, bulloides",1.93,27.317834854125977
63.164,-28.8415,"G, bulloides",1.8,27.282379150390625
62.7887,-29.8863,"G, bulloides",1.82,27.298734664916992
63.3993,-28.0635,"G, bulloides",1.85,27.282379150390625
63.2498,-27.5965,"G, bulloides",1.93,27.2860164642334
63.004,-29.905,"G, bulloides",1.84,27.285497665405273
62.2505,-30.2207,"G, bulloides",1.95,27.310880661010742
63.762,-28.659,"G, bulloides",1.68,27.282379150390625
64.8,-29.597,"G, bulloides",1.8,27.21415901184082
64.694,-29.085,"G, bulloides",1.83,27.21415901184082
-48.319,7.757,"G, bulloides",2.36,26.803380966186523
42.04,4.15,"G, bulloides",1.32,27.889249801635742
-43.82,51.32,"G, bulloides",2.47,26.307493209838867
-41.717,13.047,"G, bulloides",2.74,26.191347122192383
-41.135,13.481,"G, bulloides",1.47,26.191347122192383
-41.135,13.481,"G, bulloides",1.39,26.191347122192383
-41.135,13.481,"G, bulloides",2.22,26.191347122192383
-41.135,13.481,"G, bulloides",2.67,26.191347122192383
-41.135,13.481,"G, bulloides",2.29,26.191347122192383
-40.808,13.725,"G, bulloides",1.58,26.048805236816406
-40.808,13.725,"G, bulloides",1.5,26.048805236816406
-40.808,13.725,"G, bulloides",2.58,26.048805236816406
-40.808,13.725,"G, bulloides",2.11,26.048805236816406
-40.808,13.725,"G, bulloides",2.52,26.048805236816406
-50.395,-14.077,"G, bulloides",3.08,26.908376693725586
-50.395,-14.077,"G, bulloides",3.03,26.908376693725586
-50.395,-14.077,"G, bulloides",2.92,26.908376693725586
-49.012,-12.703,"G, bulloides",2.45,26.867525100708008
-49.012,-12.703,"G, bulloides",2.56,26.867525100708008
-49.012,-12.703,"G, bulloides",2.59,26.867525100708008
-41.717,13.047,"G, bulloides",2.67,26.191347122192383
-49.012,-12.703,"G, bulloides",2.64,26.867525100708008
-41.717,13.047,"G, bulloides",2.78,26.191347122192383
-43.218,11.759,"G, bulloides",2.16,26.45591926574707
-48.319,7.757,"G, bulloides",2.92,26.803380966186523
-48.319,7.757,"G, bulloides",2.81,26.803380966186523
-47.749,7.997,"G, bulloides",2.28,26.731550216674805
-47.749,7.997,"G, bulloides",2.17,26.731550216674805
-47.749,7.997,"G, bulloides",2.36,26.731550216674805
-47.749,7.997,"G, bulloides",2.6,26.731550216674805
-47.749,7.997,"G, bulloides",2.63,26.731550216674805
-47.025,7.959,"G, bulloides",2.22,26.731550216674805
-47.025,7.959,"G, bulloides",2.22,26.731550216674805
-47.025,7.959,"G, bulloides",2.38,26.731550216674805
-47.025,7.959,"G, bulloides",2.62,26.731550216674805
-47.025,7.959,"G, bulloides",2.77,26.731550216674805
-46.37,7.036,"G, bulloides",1.98,26.665990829467773
-46.37,7.036,"G, bulloides",1.94,26.665990829467773
-46.37,7.036,"G, bulloides",2.27,26.665990829467773
-46.37,7.036,"G, bulloides",2.48,26.665990829467773
-46.37,7.036,"G, bulloides",2.8,26.665990829467773
-42.693,12.192,"G, bulloides",2.54,26.345495223999023
38.88,143.32,"G, bulloides",1.17,24.878433227539062
-49.012,-12.703,"G, bulloides",2.65,26.867525100708008
-48.233,-11.033,"G, bulloides",2.76,26.815513610839844
-42.695,12.183,"G, bulloides",2.05,26.345495223999023
-42.695,12.183,"G, bulloides",1.77,26.345495223999023
-42.695,12.183,"G, bulloides",2.44,26.345495223999023
-50.162,5.766,"G, bulloides",3.06,26.953981399536133
-50.162,5.766,"G, bulloides",3.04,26.953981399536133
-50.162,5.766,"G, bulloides",2.99,26.953981399536133
54.36,-148.47,"G, bulloides",2.26,25.395774841308594
54.29,-149.61,"G, bulloides",2.57,25.400970458984375
54.42,-149.43,"G, bulloides",1.99,25.400970458984375
42.63,-10.17,"G, bulloides",0.6,26.31349754333496
34.29,-120.04,"G, bulloides",-0.05,24.882041931152344
34.53,-120.89,"G, bulloides",-0.42,24.882041931152344
32.83,-119.98,"G, bulloides",0.12,24.43525505065918
40.55,-10.44,"G, bulloides",0.48,26.237855911254883
10.76,51.95,"G, bulloides",-1.07,23.363550186157227
55.5,-14.7,"G, bulloides",1.14,26.935495376586914
41.28,17.62,"G, bulloides",1.2,27.75012969970703
-42.695,12.183,"G, bulloides",2.08,26.345495223999023
-48.233,-11.033,"G, bulloides",2.27,26.815513610839844
-45.621,9.61,"G, bulloides",2.11,26.599960327148438
-45.621,9.61,"G, bulloides",2.07,26.599960327148438
-48.233,-11.033,"G, bulloides",2.74,26.815513610839844
-48.233,-11.033,"G, bulloides",2.89,26.815513610839844
-50.952,-7.503,"G, bulloides",3.27,26.964017868041992
-50.952,-7.503,"G, bulloides",3.1,26.964017868041992
-50.165,5.755,"G, bulloides",3.17,26.953981399536133
-50.165,5.755,"G, bulloides",3.23,26.953981399536133
-48.896,6.729,"G, bulloides",2.92,26.80414581298828
-48.896,6.729,"G, bulloides",2.97,26.80414581298828
-48.896,6.729,"G, bulloides",2.97,26.80414581298828
-48.896,6.729,"G, bulloides",2.51,26.80414581298828
-46.767,7.594,"G, bulloides",2.24,26.665990829467773
-46.767,7.594,"G, bulloides",2.27,26.665990829467773
-46.767,7.594,"G, bulloides",2.56,26.665990829467773
-46.767,7.594,"G, bulloides",2.7,26.665990829467773
-45.621,9.61,"G, bulloides",2.67,26.599960327148438
-45.621,9.61,"G, bulloides",2.51,26.599960327148438
-45.621,9.61,"G, bulloides",2.71,26.599960327148438
-45.621,9.61,"G, bulloides",1.94,26.599960327148438
39.947333,1.59133299999999,"G, bulloides",1.18,26.9281005859375
37.77,-10.18,"G, bulloides",0.01,26.160566329956055
33.19,-9.83,"G, ruber",-1.11,25.98651695251465
15.4,-17.28,"G, ruber",-2.02,24.084266662597656
15.38,-17.25,"G, ruber",-2.12,24.084266662597656
15.38,-17.2,"G, ruber",-2.16,24.084266662597656
15.35,-17.19,"G, ruber",-2.31,24.084266662597656
15.34,-18.18,"G, ruber",-2.26,24.0985107421875
15.32,-17.06,"G, ruber",-2.48,24.084266662597656
21.15,-18.57,"G, ruber",-1.51,25.567590713500977
23.13,-17.74,"G, ruber",-1.16,25.840805053710938
23.04,-17.41,"G, ruber",-1.16,25.840805053710938
22.99,-17.33,"G, ruber",-1.09,25.890233993530273
22.92,-17.22,"G, ruber",-0.86,25.890233993530273
22.91,-17.19,"G, ruber",-1.16,25.890233993530273
22.9,-17.16,"G, ruber",-0.93,25.890233993530273
23.5,-18.72,"G, ruber",-1.22,25.704954147338867
26.84,-15.11,"G, ruber",-0.9,25.907907485961914
26.65,-15.05,"G, ruber",-0.83,25.907907485961914
26.41,-14.96,"G, ruber",-0.77,25.987104415893555
26.49,-14.93,"G, ruber",-0.98,25.987104415893555
26.29,-14.86,"G, ruber",-1.22,25.987104415893555
26.23,-14.81,"G, ruber",-1.04,25.987104415893555
26.2,-14.79,"G, ruber",-1.24,25.987104415893555
26.0,-14.67,"G, ruber",-0.74,25.987104415893555
27.05,-15.05,"G, ruber",-0.88,25.837739944458008
0.96,8.88,"G, ruber",-2.65377025828642,21.18403434753418
-21.6167,-39.9783,"G, ruber",-1.23666666666666,24.67119789123535
0.0083,-23.4917,"G, ruber",-1.37,23.269317626953125
-8.9167,-33.7,"G, ruber",-1.55,23.5106258392334
-8.735,-34.135,"G, ruber",-1.8,23.777734756469727
-8.5583,-34.48,"G, ruber",-1.86,23.777734756469727
15.43,-17.34,"G, ruber",-1.98,24.084266662597656
-8.5733,-34.345,"G, ruber",-1.69,23.777734756469727
15.48,-17.36,"G, ruber",-2.56,24.084266662597656
15.83,-17.85,"G, ruber",-1.97,24.084266662597656
21.0,-17.73,"G, ruber",-1.74,25.8304500579834
20.99,-17.7,"G, ruber",-1.7,25.64787483215332
20.99,-17.68,"G, ruber",-1.46,25.64787483215332
20.99,-17.66,"G, ruber",-1.68,25.64787483215332
21.0,-17.62,"G, ruber",-1.79,25.8304500579834
18.05,-18.07,"G, ruber",-2.17,24.889272689819336
18.08,-18.01,"G, ruber",-1.54,24.889272689819336
18.88,-16.74,"G, ruber",-1.92,25.15909767150879
18.84,-18.77,"G, ruber",-1.78,24.889272689819336
18.73,-16.96,"G, ruber",-1.89,25.15909767150879
18.75,-16.83,"G, ruber",-1.83,25.15909767150879
18.75,-16.83,"G, ruber",-1.88,25.15909767150879
18.77,-16.89,"G, ruber",-2.01,25.15909767150879
14.15,-17.87,"G, ruber",-2.5,23.872346878051758
14.14,-17.65,"G, ruber",-2.43,23.872346878051758
14.11,-17.6,"G, ruber",-2.13,23.872346878051758
14.11,-17.55,"G, ruber",-2.52,23.872346878051758
14.12,-17.54,"G, ruber",-2.67,23.872346878051758
14.12,-17.53,"G, ruber",-2.64,23.872346878051758
14.12,-17.52,"G, ruber",-2.65,23.872346878051758
14.12,-17.52,"G, ruber",-2.53,23.872346878051758
14.13,-17.45,"G, ruber",-2.52,23.872346878051758
19.37,-19.93,"G, ruber",-1.9,25.0504207611084
12.53,-17.64,"G, ruber",-2.34,23.42820167541504
12.53,-17.62,"G, ruber",-2.37,23.42820167541504
12.54,-17.6,"G, ruber",-2.29,23.42820167541504
12.54,-17.59,"G, ruber",-2.36,23.42820167541504
12.54,-17.58,"G, ruber",-2.1,23.42820167541504
12.54,-17.56,"G, ruber",-2.28,23.42820167541504
15.57,-17.55,"G, ruber",-2.44,24.084266662597656
20.98,-17.88,"G, ruber",-1.62,25.64787483215332
-21.27,-38.9333,"G, ruber",-1.64,24.655075073242188
-20.9583,-39.56,"G, ruber",-1.32,24.67888069152832
7.3433,-20.4717,"G, ruber",-1.49,22.797149658203125
-3.48,-7.5917,"G, ruber",-1.58,23.659860610961914
-5.545,-1.7733,"G, ruber",-1.43,23.694236755371094
-6.2067,0.875,"G, ruber",-1.27,23.76726722717285
-21.6017,5.0317,"G, ruber",-0.96,25.23339080810547
-21.7217,5.43,"G, ruber",-0.96,25.23339080810547
-22.0617,5.5417,"G, ruber",-0.75,25.236658096313477
-21.0631,8.2288,"G, ruber",-0.78,25.287832260131836
-17.1685,11.548,"G, ruber",-1.83,25.786758422851562
-17.1748,11.6471,"G, ruber",-1.45,25.786758422851562
-11.7407,10.5494,"G, ruber",-1.46,24.108274459838867
-11.7705,11.6819,"G, ruber",-1.79666666666666,24.018064498901367
-11.5873,11.6962,"G, ruber",-1.67,24.018064498901367
-11.7775,12.8473,"G, ruber",-1.61,23.933691024780273
-11.7867,13.3048,"G, ruber",-1.99,23.866668701171875
-11.7987,13.4463,"G, ruber",-1.49,23.866668701171875
-11.8038,13.6614,"G, ruber",-1.39,23.866668701171875
-6.5823,10.3186,"G, ruber",-1.64,22.12099266052246
-6.3962,10.9381,"G, ruber",-1.43,22.12099266052246
-6.2858,11.3019,"G, ruber",-1.78,21.503881454467773
-6.2355,11.5022,"G, ruber",-1.74,21.503881454467773
-5.866,11.9722,"G, ruber",-1.7,20.95332145690918
-5.6988,11.7093,"G, ruber",-1.56,20.95332145690918
17.43,-77.66,"G, ruber",-2.18,22.9697208404541
31.31,-30.48,"G, ruber",-0.55,25.61045265197754
33.75,-32.16,"G, ruber",-0.54,25.56980323791504
33.85,-30.09,"G, ruber",-0.68,25.6278018951416
35.41,-29.42,"G, ruber",-0.88,25.727645874023438
38.57,-25.03,"G, ruber",-0.72,25.979637145996094
20.92,-19.7183,"G, ruber",-1.15,25.244705200195312
-20.82,-39.8567,"G, ruber",-1.65,24.67888069152832
1.6633,-10.9767,"G, ruber",-2.13,22.919836044311523
-5.9417,-8.14,"G, ruber",-1.44,23.76518440246582
-29.1117,-45.2233,"G, ruber",-1.09,24.98283576965332
-27.911,-45.881,"G, ruber",-1.14997637271881,24.802690505981445
-26.7383,-46.7383,"G, ruber",-1.15,24.506059646606445
-6.565,10.3167,"G, ruber",-2.28,22.12099266052246
1.95,3.55,"G, ruber",-2.05,22.132902145385742
4.025,-41.6833,"G, ruber",-1.98,23.121980667114258
3.6817,-32.0117,"G, ruber",-0.92,23.06537628173828
-15.5383,-17.07,"G, ruber",-1.27,24.939611434936523
-20.3667,-12.7067,"G, ruber",-0.97,25.066909790039062
-15.53,-11.5783,"G, ruber",-1.11,25.10673713684082
-15.5283,-10.7283,"G, ruber",-0.91,25.121980667114258
-15.675,-9.4567,"G, ruber",-0.89,25.13204002380371
-4.3283,-10.2583,"G, ruber",-1.67,23.717870712280273
-0.0783,-10.7783,"G, ruber",-1.65,23.42266273498535
-1.1983,-11.7117,"G, ruber",-1.58,23.5970458984375
-2.175,-10.0667,"G, ruber",-1.38,23.663185119628906
-6.9283,8.998,"G, ruber",-1.62,22.771142959594727
-28.835,-31.0833,"G, ruber",-0.97,25.010366439819336
-31.6617,-30.0333,"G, ruber",-0.51,25.276647567749023
-31.6617,-29.6567,"G, ruber",-0.73,25.277193069458008
-31.5133,-29.0983,"G, ruber",-1.07,25.277193069458008
-31.5883,-28.9033,"G, ruber",-0.03,25.278120040893555
-31.6667,-28.665,"G, ruber",0.24,25.278120040893555
-32.7867,-27.75,"G, ruber",-0.28,25.383676528930664
-24.0333,5.3067,"G, ruber",0.04,25.260971069335938
-24.5983,6.855,"G, ruber",-0.55,25.26500701904297
-25.045,5.4983,"G, ruber",0.45,25.283370971679688
-26.5483,5.0167,"G, ruber",-1.34,25.31416130065918
20.8383,-19.7367,"G, ruber",-1.06,25.244705200195312
-6.0133,-7.745,"G, ruber",-1.35,23.87059783935547
32.77,-34.7,"G, ruber",0.06,25.505178451538086
20.99,-18.03,"G, ruber",-1.46,25.39485740661621
21.0,-17.58,"G, ruber",-1.74,25.8304500579834
21.2268333333333,-74.35,"G, ruber",-1.42,23.631921768188477
21.245,-74.3496666666666,"G, ruber",-1.82,23.631921768188477
16.7581666666667,-71.487,"G, ruber",-1.86,22.927698135375977
16.1,-70.5,"G, ruber",-2.07,22.883316040039062
15.4,-68.2,"G, ruber",-1.89,22.935697555541992
15.5668333333333,-65.1348333333333,"G, ruber",-1.95,22.864999771118164
14.1981666666667,-63.4238333333333,"G, ruber",-2.11,22.889320373535156
21.3243333333333,-74.146,"G, ruber",-2.09,23.631921768188477
15.9503333333333,-60.9166666666667,"G, ruber",-1.87,22.6630802154541
15.3541666666666,-59.2823333333333,"G, ruber",-1.77,22.6339111328125
4.81,4.45,"G, ruber",-2.03,21.888261795043945
0.6,-9.26,"G, ruber",-1.11,23.167226791381836
-1.163,-10.705,"G, ruber",-1.6,23.58101463317871
-1.665,-12.4283333333333,"G, ruber",-1.69,23.611000061035156
-1.76,-12.552,"G, ruber",-1.6,23.611000061035156
-2.173,-9.873,"G, ruber",-1.85,23.64606475830078
-5.842,-8.65,"G, ruber",-1.89,23.76518440246582
-5.778,-10.743,"G, ruber",-1.95,23.7632999420166
-5.745,-11.035,"G, ruber",-1.96,23.771543502807617
-5.28299999999999,-10.203,"G, ruber",-1.84,23.7632999420166
-3.558,-12.58,"G, ruber",-1.94,23.7318115234375
-3.623,-13.187,"G, ruber",-1.92,23.7441463470459
-3.82,-14.9,"G, ruber",-1.51,23.7491512298584
-15.53,-14.89,"G, ruber",-1.08,25.029685974121094
2.31,-30.648,"G, ruber",-1.58,23.09895133972168
2.29,-31.29,"G, ruber",-1.81,23.11989402770996
2.273,-33.007,"G, ruber",-1.82,23.135007858276367
2.205,-35.1819999999999,"G, ruber",-1.65,23.129737854003906
5.33299999999999,-34.025,"G, ruber",-2.03,23.037553787231445
21.3243333333333,-74.146,"G, ruber",-1.6,23.631921768188477
3.178,-46.343,"G, ruber",-2.06,23.19420051574707
17.273,-71.6515,"G, ruber",-1.96,22.826692581176758
15.3048333333333,-72.7843333333333,"G, ruber",-1.94,23.07805824279785
12.085,-61.245,"G, ruber",-1.94,22.637556076049805
-11.92,13.4,"G, ruber",-1.84239474223598,23.866668701171875
14.41,-61.6616666666667,"G, ruber",-2.01,22.63581085205078
15.4533333333333,-62.2316666666667,"G, ruber",-1.73,22.800912857055664
16.4216666666667,-62.4533333333333,"G, ruber",-2.15,22.86484718322754
12.09,-61.2433,"G, ruber",-2.15,22.637556076049805
18.0316666666667,-64.1633333333333,"G, ruber",-1.75,23.09039306640625
18.9333333333333,-64.09,"G, ruber",-1.5,23.09039306640625
18.305,-63.6266666666667,"G, ruber",-1.79,23.097763061523438
17.43,-77.66,"G, ruber",-2.14,22.9697208404541
18.315,-63.45,"G, ruber",-1.68,23.097763061523438
17.8416666666666,-63.7366666666667,"G, ruber",-1.88,22.94011878967285
17.9933333333333,-63.4516666666666,"G, ruber",-1.8,22.94011878967285
17.575,-65.37,"G, ruber",-1.87,22.640920639038086
17.6716666666667,-65.485,"G, ruber",-1.64,22.640920639038086
17.93,-65.435,"G, ruber",-1.8,22.640920639038086
17.6033333333333,-65.6816666666667,"G, ruber",-1.87,22.640920639038086
17.6033333333333,-65.6833333333333,"G, ruber",-1.93,22.640920639038086
17.0433333333333,-66.0016666666667,"G, ruber",-1.85,22.68825340270996
17.5083333333333,-67.0433333333333,"G, ruber",-1.83,22.67083740234375
16.755,-78.61,"G, ruber",-1.9,23.076929092407227
16.5883333333333,-78.615,"G, ruber",-1.72,23.076929092407227
16.9033333333333,-79.0583333333333,"G, ruber",-1.93,23.10872459411621
16.8933333333333,-79.1316666666667,"G, ruber",-1.94,23.10872459411621
16.9166666666667,-79.4216666666667,"G, ruber",-1.88,23.10872459411621
16.9133333333333,-79.3883333333333,"G, ruber",-1.78,23.10872459411621
17.2616666666667,-79.23,"G, ruber",-1.74,23.110868453979492
17.9266666666666,-79.145,"G, ruber",-1.48,23.110868453979492
13.8365833333333,-74.1504666666667,"G, ruber",-1.63,23.259963989257812
16.54,-72.2051666666667,"G, ruber",-1.82,22.97389793395996
21.02,-17.88,"G, ruber",-1.5,25.8304500579834
5.903,-48.043,"G, ruber",-2.26,22.994630813598633
5.14,-46.58,"G, ruber",-2.44,23.097074508666992
34.92,-6.85,"G, ruber",-1.09,26.053560256958008
34.9,-6.79,"G, ruber",-1.02,26.053560256958008
34.89,-6.84,"G, ruber",-1.1,26.053560256958008
34.89,-6.67,"G, ruber",-0.88,26.053560256958008
34.87,-6.58,"G, ruber",-1.07,26.053560256958008
32.38,-9.77,"G, ruber",-0.87,25.96808433532715
32.38,-9.78,"G, ruber",-0.62,25.96808433532715
32.39,-9.8,"G, ruber",-0.84,25.96808433532715
32.4,-9.81,"G, ruber",-1.0,25.96808433532715
32.4,-9.82,"G, ruber",-0.63,25.96808433532715
32.43,-9.87,"G, ruber",-0.82,25.96808433532715
32.45,-9.96,"G, ruber",-0.86,25.96808433532715
32.49,-10.11,"G, ruber",-1.0,26.0189266204834
32.21,-10.45,"G, ruber",-0.82,26.0189266204834
27.2,-14.66,"G, ruber",-1.0,25.93079376220703
28.26,-13.4,"G, ruber",-0.67,25.95749855041504
28.91,-11.7,"G, ruber",-0.66,26.162574768066406
29.02,-11.9,"G, ruber",-0.85,26.12095832824707
29.04,-11.92,"G, ruber",-0.85,26.12095832824707
29.06,-11.95,"G, ruber",-0.74,26.12095832824707
29.08,-11.98,"G, ruber",-1.07,26.12095832824707
29.17,-12.09,"G, ruber",-1.09,26.007444381713867
29.22,-12.84,"G, ruber",-0.97,26.007444381713867
19.62,-17.25,"G, ruber",-1.95,25.193166732788086
19.65,-17.23,"G, ruber",-1.87,25.193166732788086
19.68,-17.2,"G, ruber",-1.77,25.193166732788086
19.69,-17.15,"G, ruber",-1.67,25.193166732788086
19.7,-17.14,"G, ruber",-2.16,25.193166732788086
19.71,-17.11,"G, ruber",-2.07,25.193166732788086
34.93,-6.93,"G, ruber",-1.12,26.053560256958008
5.432,-46.927,"G, ruber",-2.05,23.097074508666992
34.96,-7.12,"G, ruber",-0.84,25.973434448242188
34.89,-7.82,"G, ruber",-0.93,25.973434448242188
4.238,-43.665,"G, ruber",-2.19,23.140344619750977
3.815,-41.622,"G, ruber",-2.04,23.172250747680664
-8.195,-34.46,"G, ruber",-1.51,23.777734756469727
-8.195,-34.26,"G, ruber",-1.72,23.777734756469727
-8.532,-34.023,"G, ruber",-1.77,23.777734756469727
8.572,-40.437,"G, ruber",-2.06,23.224950790405273
8.498,-39.992,"G, ruber",-2.02,23.215087890625
2.50194,9.39472,"G, ruber",-2.37,18.304298400878906
2.5,9.384,"G, ruber",-2.36,18.304298400878906
-11.92,13.4,"G, ruber",-1.83743272204153,23.866668701171875
16.535,-76.645,"G, ruber",-2.0,23.064224243164062
16.543,-76.868,"G, ruber",-1.82,23.064224243164062
16.57,-77.693,"G, ruber",-2.03,23.046751022338867
16.913,-79.018,"G, ruber",-2.09,23.10872459411621
16.71,-78.633,"G, ruber",-1.93,23.076929092407227
17.753,-67.008,"G, ruber",-2.24,22.67083740234375
17.93,-65.67,"G, ruber",-1.88,22.640920639038086
16.42,-62.455,"G, ruber",-2.12,22.86484718322754
12.09,-61.2433,"G, ruber",-2.12933333333333,22.637556076049805
16.65,-46.1333333333333,"G, ruber",-1.5,24.299301147460938
-10.0333333333333,-13.3833333333333,"G, ruber",-1.24,24.397001266479492
-5.45,-15.9666666666666,"G, ruber",-1.82,23.7846622467041
4.25,-21.9166666666666,"G, ruber",-1.67,22.63669776916504
6.95,-26.45,"G, ruber",-1.58,22.82617950439453
34.1,-10.83,"G, ruber",-1.15,26.037315368652344
34.76,-8.85,"G, ruber",-0.87,25.997648239135742
34.8,-8.4,"G, ruber",-1.06,25.997648239135742
34.86,-8.13,"G, ruber",-0.98,25.997648239135742
34.91,-7.58,"G, ruber",-1.01,25.973434448242188
34.99,-7.28,"G, ruber",-1.11,25.973434448242188
35.57,-32.55,"G, ruber",-0.6,25.6510009765625
12.0316666666666,-61.1766666666667,"G, ruber",-1.75,22.637556076049805
29.04,-11.92,"G, ruber",-0.5,26.12095832824707
20.965,65.555,"G, ruber",-2.01,23.753965377807617
27.2,-14.66,"G, ruber",-0.82,25.93079376220703
27.01,-18.987,"G, ruber",-0.71,25.791305541992188
17.075,69.045,"G, ruber",-1.91,23.266305923461914
32.21,-10.45,"G, ruber",-0.65,26.0189266204834
-8.18,-10.12,"G, ruber",-1.203,24.10923194885254
15.515,68.76,"G, ruber",-1.96,23.324228286743164
32.49,-10.11,"G, ruber",-0.42,26.0189266204834
-8.77,-14.28,"G, ruber",-1.44099999999999,24.060867309570312
1.9,67.342,"G, ruber",-2.08,22.181589126586914
32.45,-9.96,"G, ruber",-0.48,25.96808433532715
-9.13,-10.6,"G, ruber",-1.061,24.271821975708008
5.39,60.2519999999999,"G, ruber",-1.44,22.648176193237305
32.43,-9.87,"G, ruber",-0.47,25.96808433532715
-10.07,-12.82,"G, ruber",-1.27,24.415115356445312
-7.1383,39.8408,"G, ruber",-2.26,22.611379623413086
32.41,-9.85,"G, ruber",-0.53,25.96808433532715
-12.7,-13.4,"G, ruber",-0.32,24.727434158325195
-10.59,125.39,"G, ruber",-2.823,21.553316116333008
32.4,-9.82,"G, ruber",-0.37,25.96808433532715
-4.69,117.9,"G, ruber",-3.41,20.505836486816406
32.4,-9.81,"G, ruber",-0.73,25.96808433532715
-9.6,121.15,"G, ruber",-2.805,21.413436889648438
32.39,-9.8,"G, ruber",-0.26,25.96808433532715
-9.595,120.915833,"G, ruber",-2.855,21.413436889648438
32.38,-9.78,"G, ruber",-0.28,25.96808433532715
