lat,lon,species,d18Oc,sigmaT
-9.646,118.15,"G, ruber",-2.83,21.593141555786133
28.26,-13.4,"G, ruber",-0.5,25.95749855041504
32.38,-9.77,"G, ruber",-0.54,25.96808433532715
20.9083333333333,63.1216666666667,"G, ruber",-2.17,23.793441772460938
28.91,-11.7,"G, ruber",-0.49,26.162574768066406
-2.18,-11.25,"G, ruber",-1.585,23.679731369018555
10.9775,74.9993,"G, ruber",-2.43,21.931413650512695
19.69,-17.15,"G, ruber",-1.43,25.193166732788086
-3.73,-10.88,"G, ruber",-1.851,23.696571350097656
11.955,44.3,"G, ruber",-2.03,23.4062557220459
19.68,-17.2,"G, ruber",-1.33,25.193166732788086
-4.1,-10.87,"G, ruber",-1.733,23.717870712280273
19.5016666666666,58.4683333333333,"G, ruber",-2.11,24.02436637878418
19.65,-17.23,"G, ruber",-1.6,25.193166732788086
17.382,58.795,"G, ruber",-1.87,23.759719848632812
19.62,-17.25,"G, ruber",-1.85,25.193166732788086
1.25,44.783,"G, ruber",-2.31,22.92262840270996
23.0966666666667,66.4833333333333,"G, ruber",-1.95,23.933204650878906
29.17,-12.09,"G, ruber",-0.69,26.007444381713867
23.5383333333333,65.3166666666667,"G, ruber",-2.27,23.91034507751465
29.08,-11.98,"G, ruber",-0.46,26.12095832824707
-4.88,-15.73,"G, ruber",-1.473,23.764068603515625
24.8816666666667,63.0266666666667,"G, ruber",-2.07,23.938711166381836
29.06,-11.95,"G, ruber",-0.59,26.12095832824707
-5.03,-10.18,"G, ruber",-1.828,23.7632999420166
24.8333333333333,65.9166666666667,"G, ruber",-2.13,23.959444046020508
4.792,-43.038,"G, ruber",-1.93,23.140344619750977
-5.05,-10.18,"G, ruber",-1.758,23.7632999420166
10.502,57.7369999999999,"G, ruber",-1.33,23.27191162109375
29.02,-11.9,"G, ruber",-0.48,26.12095832824707
-5.28,-33.43,"G, ruber",-0.762,23.44596290588379
14.321,57.347,"G, ruber",-1.92,23.564102172851562
-7.02,-10.0,"G, ruber",-1.455,23.97166633605957
19.7,-17.14,"G, ruber",-1.59,25.193166732788086
-9.539333,118.3005,"G, ruber",-2.87,21.593141555786133
-16.25,-5.73,"G, ruber",-0.765,25.19150733947754
-24.3,-14.7,"G, ruber",-0.382999999999999,25.029462814331055
-8.499833,109.016333,"G, ruber",-2.76,21.600507736206055
33.47,-12.76,"G, ruber",-0.43,26.03972625732422
-25.15,-12.77,"G, ruber",-0.457999999999999,25.09935188293457
29.98,-10.65,"G, ruber",-0.19,26.204193115234375
29.25,-11.5,"G, ruber",-0.03,26.12095832824707
-7.113167,104.642833,"G, ruber",-2.92,21.147520065307617
25.4,-16.25,"G, ruber",-0.32,25.888628005981445
-30.878,-37.805,"G, ruber",-0.46,25.178014755249023
21.24,-18.06,"G, ruber",-1.15,25.567590713500977
14.42,-20.567,"G, ruber",-1.0,23.936790466308594
5.39,-21.72,"G, ruber",-1.66,22.65032386779785
-1.34,-11.97,"G, ruber",-1.49,23.5970458984375
-0.97,-9.44,"G, ruber",-1.31,23.39856719970703
5.36,1.287,"G, ruber",-2.05,22.626432418823242
5.51,3.778,"G, ruber",-2.32,22.291799545288086
6.017,3.608,"G, ruber",-1.85,22.38490867614746
3.547,6.487,"G, ruber",-2.72,20.5565185546875
3.15,6.285,"G, ruber",-2.18,20.5565185546875
2.67,6.055,"G, ruber",-1.94,20.820632934570312
2.002,5.718,"G, ruber",-2.11,21.379501342773438
-2.2,5.1,"G, ruber",-1.45,22.80821418762207
-0.21,6.01,"G, ruber",-1.71,22.096864700317383
0.21,5.97,"G, ruber",-1.08,21.934249877929688
-0.73,6.935,"G, ruber",-0.73,22.096864700317383
-0.35,8.04,"G, ruber",-1.77,21.806215286254883
-6.476167,102.859332999999,"G, ruber",-3.09,21.16712760925293
34.1,-10.83,"G, ruber",-0.6,26.037315368652344
32.37,-9.65,"G, ruber",-0.47,25.96808433532715
34.76,-8.85,"G, ruber",-0.61,25.997648239135742
34.86,-8.13,"G, ruber",-0.54,25.997648239135742
-17.65,-15.1,"G, ruber",-0.649,25.05067253112793
33.19,-9.83,"G, ruber",-0.77,25.98651695251465
-9.2235,118.8925,"G, ruber",-2.93,21.593141555786133
34.87,-6.58,"G, ruber",-0.47,26.053560256958008
-9.149,119.2905,"G, ruber",-2.655,21.593141555786133
34.87,-6.63,"G, ruber",-0.46,26.053560256958008
-9.729167,113.024166999999,"G, ruber",-2.98,21.62821388244629
34.89,-6.67,"G, ruber",-0.44,26.053560256958008
-8.784667,110.496666999999,"G, ruber",-2.515,21.71880340576172
34.89,-6.7,"G, ruber",-0.62,26.053560256958008
-19.37,-11.43,"G, ruber",0.109,25.11225128173828
34.89,-6.84,"G, ruber",-0.62,26.053560256958008
-21.33,-8.95,"G, ruber",-0.166,25.136716842651367
34.9,-6.79,"G, ruber",-0.54,26.053560256958008
-24.07,-15.12,"G, ruber",-0.452999999999999,25.01216697692871
-9.308833,109.016333,"G, ruber",-2.725,21.65313720703125
34.92,-6.85,"G, ruber",-0.67,26.053560256958008
34.92,-6.845,"G, ruber",-0.67,26.053560256958008
-8.784667,110.496666999999,"G, ruber",-2.765,21.71880340576172
34.93,-6.93,"G, ruber",-0.43,26.053560256958008
34.96,-7.12,"G, ruber",-0.55,25.973434448242188
34.96,-7.118,"G, ruber",-0.55,25.973434448242188
34.99,-7.28,"G, ruber",-0.68,25.973434448242188
-8.678167,112.868,"G, ruber",-3.14,21.638036727905273
34.89,-7.815,"G, ruber",-0.55,25.973434448242188
-8.683833,112.6375,"G, ruber",-2.845,21.638036727905273
34.91,-7.58,"G, ruber",-0.54,25.973434448242188
34.8,-8.4,"G, ruber",-0.77,25.997648239135742
1.42,146.235,"G, ruber",-2.31,21.328813552856445
-1.95,-39.03,"G, ruber",-1.8659999999999899,23.479196548461914
19.71,-17.11,"G, ruber",-1.54,25.193166732788086
19.37,-19.93,"G, ruber",-1.23,25.0504207611084
16.4,-45.77,"G, ruber",-1.381,24.337997436523438
16.54,-72.2051666666667,"G, ruber",-1.75,22.97389793395996
15.4,-43.4,"G, ruber",-0.667999999999999,24.269500732421875
14.13,-17.45,"G, ruber",-2.27,23.872346878051758
14.4,-21.15,"G, ruber",-0.841,23.972427368164062
15.3048333333333,-72.7843333333333,"G, ruber",-1.55,23.07805824279785
11.5,-45.15,"G, ruber",-1.393,23.52805519104004
14.12,-17.52,"G, ruber",-1.97,23.872346878051758
11.28,-42.5,"G, ruber",-1.828,23.654531478881836
13.8365833333333,-74.1504666666667,"G, ruber",-1.98,23.259963989257812
9.35,-39.87,"G, ruber",-1.689,23.36163330078125
14.12,-17.52,"G, ruber",-2.35,23.872346878051758
17.9266666666666,-79.145,"G, ruber",-1.03,23.110868453979492
5.32,-33.03,"G, ruber",-2.019,23.047399520874023
14.12,-17.53,"G, ruber",-2.47,23.872346878051758
3.3,-34.8,"G, ruber",-1.549,23.071624755859375
17.2616666666667,-79.23,"G, ruber",-1.73,23.110868453979492
3.25,-34.25,"G, ruber",-1.85,23.071624755859375
14.12,-17.54,"G, ruber",-2.34,23.872346878051758
2.01,-35.93,"G, ruber",-1.573,23.129737854003906
16.9133333333333,-79.3883333333333,"G, ruber",-1.8,23.10872459411621
1.85,-30.0,"G, ruber",-1.565,23.183401107788086
14.11,-17.55,"G, ruber",-2.25,23.872346878051758
1.85,-32.47,"G, ruber",-2.06,23.21827507019043
16.9166666666667,-79.4216666666667,"G, ruber",-1.55,23.10872459411621
1.8,-33.7,"G, ruber",-1.70099999999999,23.217145919799805
17.27,-48.42,"G, ruber",-0.915,24.303001403808594
14.11,-17.6,"G, ruber",-2.02,23.872346878051758
12.53,-17.64,"G, ruber",-2.86,23.42820167541504
20.72,-49.43,"G, ruber",-0.677,24.539369583129883
16.1,-70.5,"G, ruber",-1.94,22.883316040039062
15.4,-17.28,"G, ruber",-1.56,24.084266662597656
16.7581666666667,-71.487,"G, ruber",-1.95,22.927698135375977
35.02,-40.92,"G, ruber",-0.537,25.523183822631836
15.43,-17.34,"G, ruber",-1.86,24.084266662597656
15.48,-17.36,"G, ruber",-2.45,24.084266662597656
15.467,-17.358,"G, ruber",-1.95,24.084266662597656
33.58,-13.97,"G, ruber",0.062,26.037582397460938
15.83,-17.85,"G, ruber",-1.84,24.084266662597656
32.75,-41.9,"G, ruber",-0.507,25.374826431274414
15.83,-17.85,"G, ruber",-1.84,24.084266662597656
23.13,-17.75,"G, ruber",-0.54,25.840805053710938
25.17,-16.85,"G, ruber",-0.78,25.888628005981445
21.245,-74.3496666666666,"G, ruber",-1.75,23.631921768188477
31.37,-35.98,"G, ruber",-0.109,25.479909896850586
12.54,-17.56,"G, ruber",-2.49,23.42820167541504
29.02,-41.4,"G, ruber",-0.685999999999999,25.34300422668457
27.92,-43.63,"G, ruber",-0.937,25.252578735351562
12.54,-17.58,"G, ruber",-2.28,23.42820167541504
21.2268333333333,-74.35,"G, ruber",-1.36,23.631921768188477
12.54,-17.59,"G, ruber",-2.7,23.42820167541504
26.0,-48.27,"G, ruber",-1.119,25.019914627075195
21.3243333333333,-74.146,"G, ruber",-1.55,23.631921768188477
24.2,-47.47,"G, ruber",-0.856,25.000192642211914
12.54,-17.6,"G, ruber",-2.55,23.42820167541504
23.33,-46.48,"G, ruber",-0.965,24.99590492248535
17.273,-71.6515,"G, ruber",-1.7,22.826692581176758
12.53,-17.62,"G, ruber",-2.69,23.42820167541504
1.78,-25.43,"G, ruber",-1.42,23.104040145874023
16.8933333333333,-79.1316666666667,"G, ruber",-1.92,23.10872459411621
1.367,-33.483,"G, ruber",-1.926,23.217145919799805
-34.753,17.365,"G, ruber",-0.66,25.686294555664062
21.0,-17.62,"G, ruber",-1.57,25.8304500579834
-34.753,17.365,"G, ruber",-0.97,25.686294555664062
18.315,-63.45,"G, ruber",-1.66,23.097763061523438
20.99,-17.66,"G, ruber",-1.57,25.64787483215332
18.305,-63.6266666666667,"G, ruber",-1.78,23.097763061523438
-1.34,-11.9,"G, ruber",-1.43,23.5970458984375
20.99,-17.68,"G, ruber",-1.18,25.64787483215332
-1.47,-32.72,"G, ruber",-0.989,23.435468673706055
18.9333333333333,-64.09,"G, ruber",-1.49,23.09039306640625
-1.55,-34.65,"G, ruber",-1.235,23.42101287841797
20.99,-17.7,"G, ruber",-1.11,25.64787483215332
18.0316666666667,-64.1633333333333,"G, ruber",-1.86,23.09039306640625
21.0,-17.73,"G, ruber",-1.3,25.8304500579834
16.4216666666667,-62.4533333333333,"G, ruber",-1.85,22.86484718322754
20.98,-17.88,"G, ruber",-1.86,25.64787483215332
-20.119,8.97,"G, ruber",-0.45,25.311464309692383
15.4533333333333,-62.2316666666667,"G, ruber",-1.7,22.800912857055664
-20.119,8.97,"G, ruber",-1.03,25.311464309692383
20.99,-18.03,"G, ruber",-1.48,25.39485740661621
-20.119,8.97,"G, ruber",-0.711,25.311464309692383
14.41,-61.6616666666667,"G, ruber",-2.08,22.63581085205078
-20.119,8.97,"G, ruber",-0.66,25.311464309692383
-20.119,8.97,"G, ruber",-0.81,25.311464309692383
12.085,-61.245,"G, ruber",-1.69,22.637556076049805
12.0316666666666,-61.1766666666667,"G, ruber",-1.79,22.637556076049805
6.3,125.833,"G, ruber",-2.81,21.21129608154297
17.8416666666666,-63.7366666666667,"G, ruber",-1.81,22.94011878967285
17.9933333333333,-63.4516666666666,"G, ruber",-1.93,22.94011878967285
18.12,-18.08,"G, ruber",-1.5,24.889272689819336
-34.753,17.365,"G, ruber",-0.74,25.686294555664062
14.14,-17.65,"G, ruber",-1.91,23.872346878051758
0.9,-31.8,"G, ruber",-1.706,23.311765670776367
16.9033333333333,-79.0583333333333,"G, ruber",-1.97,23.10872459411621
0.85,-32.85,"G, ruber",-1.781,23.309404373168945
14.15,-17.87,"G, ruber",-2.49,23.872346878051758
0.55,-13.65,"G, ruber",-1.593,23.23192024230957
16.5883333333333,-78.615,"G, ruber",-1.97,23.076929092407227
0.55,-13.68,"G, ruber",-1.413,23.23192024230957
18.77,-16.89,"G, ruber",-1.62,25.15909767150879
0.22,-23.07,"G, ruber",-1.541,23.269317626953125
16.755,-78.61,"G, ruber",-1.9,23.076929092407227
18.75,-16.83,"G, ruber",-1.92,25.15909767150879
17.5083333333333,-67.0433333333333,"G, ruber",-2.04,22.67083740234375
-6.274,103.0085,"G, ruber",-2.865,21.11730194091797
18.75,-16.83,"G, ruber",-1.35,25.15909767150879
0.2,-42.77,"G, ruber",-1.759,23.3497371673584
-0.05,-25.48,"G, ruber",-1.621,23.419042587280273
17.6033333333333,-65.6816666666667,"G, ruber",-2.0,22.640920639038086
-0.2,-23.15,"G, ruber",-1.702,23.432409286499023
18.84,-18.77,"G, ruber",-1.55,24.889272689819336
-0.38,-39.13,"G, ruber",-1.376,23.40984344482422
17.93,-65.435,"G, ruber",-1.64,22.640920639038086
-0.53,-17.27,"G, ruber",-1.534,23.480546951293945
18.88,-16.74,"G, ruber",-1.92,25.15909767150879
17.6716666666667,-65.485,"G, ruber",-1.8,22.640920639038086
18.08,-18.01,"G, ruber",-1.19,24.889272689819336
17.575,-65.37,"G, ruber",-1.79,22.640920639038086
18.05,-18.07,"G, ruber",-1.61,24.889272689819336
17.0433333333333,-66.0016666666667,"G, ruber",-1.59,22.68825340270996
-5.937167,103.246332999999,"G, ruber",-3.065,21.128591537475586
-5.868333,103.294167,"G, ruber",-3.055,21.128591537475586
-5.4778,103.0117,"G, ruber",-2.95,21.128591537475586
41.2833333333332,17.6166666666667,"G, ruber",0.35,27.75012969970703
10.76,51.95,"G, ruber",-1.68,23.363550186157227
5.45333333333333,-21.1433333333333,"G, ruber",-1.78,22.65032386779785
41.8263888888889,17.8413888888888,"G, ruber",0.74,27.75012969970703
41.98,4.71,"G, ruber",0.88,27.64872169494629
42.04,4.15,"G, ruber",0.38,27.889249801635742
9.32,141.05,"G, ruber",-2.57,21.42032814025879
0.32,159.36,"G, ruber",-2.3,21.541963577270508
42.68,3.85,"G, ruber",0.6,27.89259147644043
40.55,13.35,"G, ruber",0.84,27.1804256439209
23.4667,59.1917,"G, ruber",-1.87,23.91082191467285
40.57,-30.94,"G, ruber",-0.06,25.982038497924805
40.08,-32.0,"G, ruber",-0.34,25.961883544921875
41.0,-32.0,"G, ruber",-0.42,26.0388126373291
42.0,-32.07,"G, ruber",-0.4,26.104238510131836
42.08,-32.58,"G, ruber",-0.05,26.104238510131836
43.08,-30.58,"G, ruber",-0.22,26.21860694885254
38.82,14.49,"G, ruber",0.66,26.844579696655273
39.69,13.58,"G, ruber",0.63,27.0394344329834
40.58,11.71,"G, ruber",0.49,27.3590145111084
21.36,-158.19,"G, ruber",-1.8483886,23.151573181152344
21.34,158.17,"G, ruber",-1.8185243,22.629989624023438
40.36,11.81,"G, ruber",0.19,27.3590145111084
38.41,13.17,"G, ruber",0.62,26.885568618774414
39.06,15.4,"G, ruber",0.42,26.993385314941406
37.32,3.57,"G, ruber",0.28,26.38490867614746
37.32,3.57,"G, ruber",-0.43,26.38490867614746
41.5166666666667,17.9833333333333,"G, ruber",0.21,27.75012969970703
39.95,1.56,"G, ruber",0.54,26.9281005859375
-5.2,11.33,"G, ruber",-2.19,20.95332145690918
-13.09,121.35,"G, ruber",-2.61,21.804426193237305
-4.97,61.67,"G, ruber",-1.54,22.309858322143555
8.35,75.2,"G, ruber",-2.63,21.798852920532227
6.24,78.4,"G, ruber",-2.14,21.864980697631836
12.33,73.844,"G, ruber",-2.16,22.19792366027832
13.08,73.19,"G, ruber",-2.18,22.252105712890625
14.27,50.31,"G, ruber",-1.89,23.42755699157715
12.52,46.49,"G, ruber",-1.82,23.3306827545166
10.21,95.05,"G, ruber",-3.28,20.273054122924805
11.76,94.15,"G, ruber",-3.1,20.236785888671875
7.3,76.43,"G, ruber",-2.59,21.937944412231445
10.47,75.23,"G, ruber",-2.62,21.83856964111328
16.33,67.54,"G, ruber",-1.35,23.486839294433594
18.47,89.42,"G, ruber",-2.75,19.660261154174805
-19.58,37.04,"G, ruber",-2.15,22.7985782623291
38.1,17.2916666666667,"G, ruber",0.77,27.344009399414062
32.23,33.75,"G, ruber",-0.08,27.292367935180664
41.5,17.9666666666666,"G, ruber",0.84,27.75012969970703
41.28,17.62,"G, ruber",0.66,27.75012969970703
2.15,76.36,"G, ruber",-0.66,21.970659255981445
5.06,73.88,"G, ruber",-2.49,22.064695358276367
2.09,76.12,"G, ruber",-2.46,21.970659255981445
46.8,-8.67,"G, ruber",0.35,26.495529174804688
37.75,-20.19,"G, ruber",-0.12,26.049474716186523
-9.91,144.66,"G, ruber",-2.51,22.09454345703125
12.68,119.45,"G, ruber",-3.1,20.902559280395508
-7.605,-167.96,"G, ruber",-1.64,22.342819213867188
6.64,-21.8966666666666,"G, ruber",-0.94,22.7247314453125
-8.52,128.15,"G, ruber",-2.79,21.899717330932617
40.6,5.29,"G, ruber",0.21,27.22418785095215
36.79,0.48,"G, ruber",0.72,26.65984344482422
35.33,-8.02,"G, ruber",-0.17,26.05809783935547
1.13,129.79,"G, ruber",-2.56,21.37262535095215
-40.808,13.725,"G, ruber",0.28,26.048805236816406
-40.808,13.725,"G, ruber",0.194,26.048805236816406
-40.808,13.725,"G, ruber",0.74,26.048805236816406
-40.808,13.725,"G, ruber",-0.29,26.048805236816406
2.46,-19.7616666666667,"G, ruber",-1.6,22.816070556640625
5.26333333333333,-21.7116666666666,"G, ruber",-1.71,22.65032386779785
18.433,-21.083,"G, ruber",-1.44,24.792966842651367
-2.48,-82.988,"G, ruber",-1.4,23.52094078063965
-2.32,-86.24,"G, ruber",-0.86,23.47971534729004
-2.243,-86.585,"G, ruber",-1.12,23.47971534729004
2.258,-90.952,"G, ruber",-1.87,21.712038040161133
-41.135,13.481,"G, ruber",0.3432,26.191347122192383
-41.135,13.481,"G, ruber",0.54,26.191347122192383
4.865,-43.205,"G, ruber",-2.12,23.140344619750977
2.81,-89.852,"G, ruber",-1.88,21.62882423400879
0.32,159.36,"G, ruber",-2.4,21.541963577270508
31.9,-64.3,"G, ruber",-0.58,24.956880569458008
-0.00583,159.367,"G, ruber",-2.13,21.559057235717773
-0.9885,157.837,"G, ruber",-2.56,21.523488998413086
-2.209,156.965,"G, ruber",-2.4,21.554763793945312
16.522,-74.807,"G, ruber",-2.19,23.053327560424805
4.76,-43.3069999999999,"G, ruber",-2.3,23.140344619750977
4.337,-43.4869999999999,"G, ruber",-2.31,23.140344619750977
4.342,-43.408,"G, ruber",-2.32,23.140344619750977
4.363,-43.6969999999999,"G, ruber",-2.08,23.140344619750977
4.563,-43.382,"G, ruber",-2.08,23.140344619750977
17.25,119.45,"G, ruber",-2.93,21.214889526367188
18.27,119.72,"G, ruber",-2.36,21.456520080566406
16.09,112.9,"G, ruber",-2.79,21.550384521484375
14.73,111.53,"G, ruber",-2.91,21.30820655822754
34.13,-9.55,"G, ruber",-0.13,26.019987106323242
-8.033,-10.133,"G, ruber",-1.23083666666667,24.10923194885254
-5.7,-9.45,"G, ruber",-1.63422666666666,23.762060165405273
-3.0,-11.417,"G, ruber",-1.62099666666666,23.679731369018555
-1.33,-11.9,"G, ruber",-1.20543666666667,23.5970458984375
-0.2,-23.15,"G, ruber",-1.50618799999999,23.432409286499023
0.55,-13.65,"G, ruber",-1.59281666666666,23.23192024230957
1.783,-25.433,"G, ruber",-1.19103666666667,23.104040145874023
3.283,-34.833,"G, ruber",-1.668458,23.071624755859375
8.717,-41.25,"G, ruber",-1.58476333333333,23.22454261779785
10.9829999999999,-81.15,"G, ruber",-1.602208,22.859886169433594
12.867,-77.75,"G, ruber",-1.91688666666666,23.074777603149414
13.183,-79.833,"G, ruber",-1.728638,23.095205307006836
0.81,134.48,"G, ruber",-3.04,21.328920364379883
14.883,-78.75,"G, ruber",-1.90494799999999,23.09687614440918
15.617,-71.667,"G, ruber",-2.13055666666666,23.045625686645508
16.133,-74.45,"G, ruber",-1.982968,23.053327560424805
-13.85,120.0,"G, ruber",-2.74,21.781042098999023
-15.31,119.5,"G, ruber",-2.67,22.0084285736084
-14.98,120.7,"G, ruber",-2.8,21.89098358154297
-10.83,120.67,"G, ruber",-2.775,21.4883975982666
-10.95,120.99,"G, ruber",-2.78,21.4883975982666
-11.3,121.7,"G, ruber",-2.73,21.592796325683594
-11.52,122.42,"G, ruber",-2.96,21.604448318481445
-9.09,129.24,"G, ruber",-2.68,21.67901039123535
-8.79,128.64,"G, ruber",-2.81,21.899717330932617
-8.5,127.17,"G, ruber",-2.795,21.404876708984375
10.9,115.31,"G, ruber",-3.01,20.866357803344727
15.4,-43.4,"G, ruber",-1.03317333333333,24.269500732421875
15.38,-17.25,"G, ruber",-1.98,24.084266662597656
-12.05,121.75,"G, ruber",-2.4,21.693748474121094
26.13,125.13,"G, ruber",-2.355,22.840200424194336
1.5965,96.660333,"G, ruber",-2.99,20.82721519470215
1.6325,96.886167,"G, ruber",-3.18,20.82721519470215
1.6785,96.981,"G, ruber",-3.09,20.82721519470215
1.7596,96.7739,"G, ruber",-3.15,20.82721519470215
1.9928,97.7903,"G, ruber",-3.13,20.889984130859375
2.0489,97.7997,"G, ruber",-3.28,20.385303497314453
2.4871,97.1209,"G, ruber",-3.11,20.385303497314453
2.5634,96.7567,"G, ruber",-3.47,20.385303497314453
2.5638,96.7573,"G, ruber",-3.15,20.385303497314453
2.7833,96.4163,"G, ruber",-3.5,20.385303497314453
2.8167,96.6135,"G, ruber",-3.06,20.385303497314453
2.8299,96.3852,"G, ruber",-3.07,20.385303497314453
2.9511,96.4997,"G, ruber",-3.07,20.385303497314453
2.9905,96.2202,"G, ruber",-3.09,20.385303497314453
3.0112,96.2526,"G, ruber",-2.94,20.385303497314453
3.1952,96.7782,"G, ruber",-3.105,20.385303497314453
3.275,96.1538,"G, ruber",-2.955,20.385303497314453
3.4924,95.3311,"G, ruber",-3.08,20.769079208374023
3.5179,96.3145,"G, ruber",-3.12,20.385303497314453
3.8745,96.0074,"G, ruber",-3.02,20.385303497314453
40.217,25.24,"G, ruber",0.25,27.37085723876953
38.9548333333333,24.7533333333333,"G, ruber",0.76,27.50556755065918
38.262,25.1028333333333,"G, ruber",0.66,27.774988174438477
37.2736666666667,26.1923333333333,"G, ruber",-0.66,27.888765335083008
36.7538333333333,26.5876666666667,"G, ruber",0.81,28.070070266723633
35.8633333333332,25.1731666666667,"G, ruber",1.18,27.711685180664062
35.6618333333333,26.5833333333333,"G, ruber",0.45,27.839019775390625
1.4495,98.0453,"G, ruber",-3.23,20.520334243774414
33.0333333333333,32.6333333333333,"G, ruber",0.22,27.442209243774414
1.1549,98.0661,"G, ruber",-3.15,20.520334243774414
0.9844,98.0406,"G, ruber",-3.1,20.83856773376465
-5.338833,103.657167,"G, ruber",-2.94,21.128591537475586
-4.6978,101.9572,"G, ruber",-2.85,20.938047409057617
-4.164833,101.499,"G, ruber",-2.98,20.938047409057617
-4.1595,101.6372,"G, ruber",-3.12,20.938047409057617
-3.8299,101.2295,"G, ruber",-3.065,20.714248657226562
-1.8755,99.6118,"G, ruber",-3.2,20.95477867126465
-1.698833,99.603167,"G, ruber",-3.39,20.95477867126465
-1.6661,99.6805,"G, ruber",-3.02,20.95477867126465
-30.838,-38.243,"G, ruber",-0.18,25.187454223632812
-1.6167,100.0002,"G, ruber",-3.085,20.949308395385742
-1.563333,99.952167,"G, ruber",-3.255,20.95477867126465
-1.495833,100.126333,"G, ruber",-3.32,20.949308395385742
-1.4593,100.2252,"G, ruber",-2.94,20.949308395385742
-1.2966,99.7197,"G, ruber",-2.97,20.95477867126465
-1.178167,97.9815,"G, ruber",-2.925,21.080163955688477
-0.954833,98.259833,"G, ruber",-3.07,20.938079833984375
-0.944,99.521333,"G, ruber",-3.17,20.8709659576416
-0.874833,99.795333,"G, ruber",-3.075,20.8709659576416
-0.808833,99.6529999999999,"G, ruber",-3.21,20.8709659576416
-0.789667,99.90833,"G, ruber",-3.195,20.8709659576416
-0.768167,99.268167,"G, ruber",-3.21,20.8709659576416
-0.696667,99.7629999999999,"G, ruber",-3.335,20.8709659576416
0.6863,98.0705,"G, ruber",-3.075,20.83856773376465
-0.674333,99.123167,"G, ruber",-2.965,20.8709659576416
-0.5,98.85,"G, ruber",-2.87,20.938079833984375
0.3413,98.1268,"G, ruber",-3.03,20.83856773376465
0.9538,98.1338,"G, ruber",-3.09,20.83856773376465
0.9951,98.0298,"G, ruber",-3.245,20.83856773376465
33.6666666666667,32.7,"G, ruber",0.15,27.442209243774414
32.7833333333333,34.3666666666666,"G, ruber",0.56,27.185264587402344
42.9783,-55.2483,"G, ruber",-0.57,25.20923614501953
-31.658,-36.023,"G, ruber",-0.42,25.27709197998047
16.543,-76.868,"G, ruber",-2.04,23.064224243164062
-31.515,-35.937,"G, ruber",-0.27,25.27228355407715
16.535,-76.645,"G, ruber",-2.24,23.064224243164062
-31.412,-35.882,"G, ruber",0.08,25.27228355407715
24.39,58.0417,"G, ruber",-1.88,23.83759307861328
14.52,93.13,"G, ruber",-3.12,19.8043212890625
7.5,76.72,"G, ruber",-2.59,21.937944412231445
-17.88,38.67,"G, ruber",-1.98,22.592023849487305
-19.0,37.5,"G, ruber",-2.0,22.700838088989258
-19.57,37.03,"G, ruber",-2.18,22.7985782623291
-20.4,36.33,"G, ruber",-1.91,22.902658462524414
36.95,11.6666666666666,"G, ruber",0.48,26.783203125
36.95,11.65,"G, ruber",0.73,26.783203125
39.5833333333333,18.8333333333333,"G, ruber",0.48,27.40635108947754
-9.65,118.34,"G, ruber",-2.66,21.593141555786133
26.65,125.82,"G, ruber",-2.27,22.840200424194336
40.59,18.8683333333333,"G, ruber",0.87,27.78989601135254
38.4976666666667,18.3918333333333,"G, ruber",0.71,27.324037551879883
-12.28,112.71,"G, ruber",-2.0,21.792329788208008
-9.22,114.72,"G, ruber",-2.44216231939999,21.672086715698242
-20.09,112.66,"G, ruber",-1.7105350538,23.02152442932129
-12.05,121.1,"G, ruber",-3.045,21.693748474121094
-13.07,121.12,"G, ruber",-2.995,21.804426193237305
1.12,129.12,"G, ruber",-2.62,21.37262535095215
8.03,110.0,"G, ruber",-3.43,21.0277156829834
23.15,124.07,"G, ruber",-2.565,22.532262802124023
16.57,-77.693,"G, ruber",-2.32,23.046751022338867
-31.915,-36.205,"G, ruber",-0.34,25.27709197998047
16.913,-79.018,"G, ruber",-1.87,23.10872459411621
-32.035,-36.188,"G, ruber",-0.48,25.387514114379883
34.95,-21.67,"G, ruber",0.65,25.913116455078125
28.57,-46.36,"G, ruber",-0.4,25.140396118164062
29.31,-43.22,"G, ruber",-0.48,25.269601821899414
31.53,-37.87,"G, ruber",-0.25,25.437227249145508
34.81,-28.36,"G, ruber",-0.27,25.715036392211914
35.4946666666667,27.5755,"G, ruber",-0.04,27.865995407104492
35.5735,30.461,"G, ruber",0.26,27.64911460876465
34.5271666666667,31.7861666666667,"G, ruber",0.52,27.53754234313965
40.55,13.35,"G, ruber",0.7,27.1804256439209
34.4465,33.8628333333333,"G, ruber",0.12,27.463605880737305
41.52,17.98,"G, ruber",0.66,27.75012969970703
32.6478333333333,34.103,"G, ruber",-0.15,27.185264587402344
39.67,13.57,"G, ruber",0.64,27.0394344329834
37.8433333333333,18.1633333333333,"G, ruber",0.64,27.234926223754883
33.453,32.5751666666666,"G, ruber",0.54,27.442209243774414
34.4663333333333,25.666,"G, ruber",0.67,27.72484016418457
36.79,11.82,"G, ruber",-0.05,26.783203125
33.69,-57.62,"G, ruber",-0.2,25.161436080932617
34.921,23.7431666666667,"G, ruber",0.69,27.62196922302246
33.0001666666667,23.6295,"G, ruber",0.69,27.503236770629883
33.7178333333333,23.4991666666667,"G, ruber",0.96,27.503236770629883
32.7741666666667,19.191,"G, ruber",-0.16,27.07050323486328
