,d18Oc,sigmaT,time,depth,lon,lat,species,species_idx,y_hat,residuals
0,-0.6399923103159328,23.646309913089055,LGM,-6.0,-167.5,-7.5,ruber,0,22.981735569426533,-0.6645743436625224
1,-0.6401035554525663,23.646309913089055,LGM,-6.0,-167.5,-7.5,sacculifer,1,23.06400154690529,-0.5823083661837671
2,0.20510096223674845,24.866869370046857,LGM,-6.0,-158.5,21.5,ruber,0,24.48166040099516,-0.3852089690516962
3,2.280406719431051,24.517618788431378,LGM,-6.0,-149.5,54.5,bulloides,2,26.04505938038602,1.5274405919546439
4,2.713020558773938,24.517618788431378,LGM,-6.0,-149.5,54.5,pachy_s,4,27.783882639220568,3.2662638507891906
5,2.276534493323178,24.49575086321414,LGM,-6.0,-148.5,54.5,bulloides,2,26.037534550434188,1.5417836872200468
6,2.701573079885709,24.49575086321414,LGM,-6.0,-148.5,54.5,pachy_s,4,27.78949755938345,3.2937466961693076
7,4.345138429633224,27.720400887788514,LGM,-6.0,-119.5,-54.5,pachy_s,4,27.87173760417504,0.15133671638652402
8,0.6302936018451244,24.273543959426263,LGM,-6.0,-119.5,32.5,bulloides,2,24.154919064573647,-0.11862489485261563
9,0.6038633422905328,24.11557173105041,LGM,-6.0,-118.5,31.5,bulloides,2,24.10034453619674,-0.015227194853668635
10,4.408031467584684,27.754032629798587,LGM,-6.0,-114.5,-55.5,pachy_s,4,27.86457633839922,0.110543708600634
11,0.4293828952198291,24.897232267651077,LGM,-6.0,-106.5,-5.5,ruber,0,24.904103787541807,0.006871519890729871
12,0.45587554618236753,24.897232267651077,LGM,-6.0,-106.5,-5.5,sacculifer,1,24.759591105970607,-0.13764116168047025
13,0.8349776206166701,24.829487919837106,LGM,-6.0,-106.5,-0.5,sacculifer,1,25.330729442678475,0.5012415228413687
14,0.32898384320511764,24.550546419444288,LGM,-6.0,-97.5,-9.5,sacculifer,1,24.546543404282048,-0.004003015162240331
15,0.10991660587848198,23.833913073119163,LGM,-6.0,-93.5,0.5,ruber,0,24.318141184464388,0.4842281113452245
16,0.07241338891219916,23.770330615821905,LGM,-6.0,-92.5,0.5,ruber,0,24.26194856944023,0.4916179536183236
17,0.5357996627081476,25.11620722089441,LGM,-6.0,-91.5,26.5,ruber,0,25.078283755252663,-0.037923465641746645
18,0.4612528389369429,24.985798760740522,LGM,-6.0,-91.5,27.5,ruber,0,24.963735157470722,-0.022063603269799614
19,-0.1454070659230973,23.248330676615325,LGM,-6.0,-90.5,2.5,ruber,0,23.865616756649338,0.6172860800340132
20,0.16427666640956481,23.248330676615325,LGM,-6.0,-90.5,2.5,sacculifer,1,24.29041738401936,1.0420867074040352
21,0.5039006181547918,24.24701903649401,LGM,-6.0,-89.5,-1.5,ruber,0,25.026352708358225,0.7793336718642152
22,0.8320039280977569,24.24701903649401,LGM,-6.0,-89.5,-1.5,sacculifer,1,25.333503490667187,1.0864844541731777
23,-0.26148423701221934,23.16753231092622,LGM,-6.0,-89.5,2.5,ruber,0,23.66329949765651,0.49576718673029063
24,0.138349654376382,23.16753231092622,LGM,-6.0,-89.5,2.5,sacculifer,1,24.251321087358544,1.0837887764323249
25,-0.09834195472119209,22.805744260307677,LGM,-6.0,-87.5,2.5,ruber,0,23.955206268287313,1.1494620079796363
26,-0.039910969204451203,22.805744260307677,LGM,-6.0,-87.5,2.5,sacculifer,1,23.97680860087227,1.1710643405645946
27,0.037504119764151606,22.279163068830258,LGM,-6.0,-87.5,5.5,sacculifer,1,24.09417500705265,1.8150119382223941
28,0.2553555104605756,23.76903921323148,LGM,-6.0,-86.5,-2.5,ruber,0,24.577190758010595,0.8081515447791148
29,0.5636987978520654,23.76903921323148,LGM,-6.0,-86.5,-2.5,sacculifer,1,24.913094629540186,1.1440554163087064
30,0.16128591664168898,23.64738939612181,LGM,-6.0,-86.5,-1.5,ruber,0,24.416021835701866,0.7686324395800561
31,0.4679074126768361,23.64738939612181,LGM,-6.0,-86.5,-1.5,sacculifer,1,24.763124227653247,1.1157348315314373
32,0.11958264078881456,23.24446496717661,LGM,-6.0,-85.5,-1.5,ruber,0,24.32703721921245,1.0825722520358383
33,0.2713149058878014,23.24446496717661,LGM,-6.0,-85.5,-1.5,sacculifer,1,24.464620011460234,1.2201550442836222
34,0.15614602888480114,23.070958021068805,LGM,-6.0,-84.5,-2.5,ruber,0,24.403690109755253,1.3327320886864484
35,0.23020502990086017,23.070958021068805,LGM,-6.0,-84.5,-2.5,sacculifer,1,24.396208246359084,1.3252502252902794
36,0.16123727687332975,22.200636406507755,LGM,-6.0,-84.5,8.5,ruber,0,24.413178689632343,2.212542283124588
37,-0.03765079738813068,22.702041712048924,LGM,-6.0,-82.5,-2.5,ruber,0,24.044797592343606,1.342755880294682
38,0.3338128976519966,22.702041712048924,LGM,-6.0,-82.5,-2.5,sacculifer,1,24.542521063673334,1.8404793516244098
39,-0.27632617285489547,22.31682377192675,LGM,-6.0,-82.5,-0.5,ruber,0,23.636615420948452,1.3197916490217025
40,-0.029320864501341547,22.31682377192675,LGM,-6.0,-82.5,-0.5,sacculifer,1,23.995147245674602,1.6783234737478523
41,2.700926702824145,26.248479848272837,LGM,-6.0,-79.5,-43.5,bulloides,2,26.51409349738614,0.2656136491133019
42,2.6460628782437476,26.248479848272837,LGM,-6.0,-79.5,-43.5,pachy_d,3,26.692621271841244,0.44414142356840713
43,-0.24052657281520928,24.00399484292211,LGM,-6.0,-79.5,13.5,ruber,0,23.70076034062626,-0.3032345022958509
