,d18Oc,sigmaT,time,depth,lon,lat,species,species_idx,y_hat,residuals
0,-2.0580638187894187,22.55868130273541,PI,-6.0,-167.5,-7.5,ruber,0,21.785662280969454,-0.773019021765954
1,-2.05915776575653,22.55868130273541,PI,-6.0,-167.5,-7.5,sacculifer,1,21.900751994630244,-0.6579293081051638
2,-1.0258048791153782,24.25200962821131,PI,-6.0,-158.5,21.5,ruber,0,24.246560289073717,-0.005449339137594933
3,1.5159560647875812,25.61947384489298,PI,-6.0,-149.5,54.5,bulloides,2,27.08110359553051,1.461629750637531
4,2.1789223063079146,25.61947384489298,PI,-6.0,-149.5,54.5,pachy_s,4,26.88995069397554,1.2704768490825593
5,1.5063252270903307,25.609663144493936,PI,-6.0,-148.5,54.5,bulloides,2,27.084117117125018,1.474453972631082
6,2.174426432784561,25.609663144493936,PI,-6.0,-148.5,54.5,pachy_s,4,26.875716188668953,1.2660530441750169
7,-0.2065797539229295,24.701166952673077,PI,-6.0,-120.5,34.5,bulloides,2,23.92544877442751,-0.7757181782455653
8,2.4333417282121514,27.087581795338224,PI,-6.0,-119.5,-54.5,pachy_s,4,27.016547560916813,-0.07103423442141121
9,-0.3862744934972293,24.063170577175384,PI,-6.0,-119.5,32.5,bulloides,2,23.576707248303652,-0.48646332887173216
10,-0.27412889437682375,24.43701499189754,PI,-6.0,-119.5,33.5,bulloides,2,23.809075641078582,-0.6279393508189592
11,-0.5876681516450718,23.704411524417395,PI,-6.0,-118.5,31.5,bulloides,2,23.219007471291572,-0.4854040531258228
12,2.501065227653654,27.126202974872285,PI,-6.0,-114.5,-55.5,pachy_s,4,27.053984352934066,-0.07221862193821948
13,-1.124298939515774,23.59471805613407,PI,-6.0,-106.5,-5.5,ruber,0,24.004653260984206,0.4099352048501359
14,-1.0779491431611863,23.59471805613407,PI,-6.0,-106.5,-5.5,sacculifer,1,23.62767112377849,0.03295306764442074
15,-0.49357142020330047,23.65365768453242,PI,-6.0,-106.5,-0.5,sacculifer,1,24.662685504643537,1.0090278201111182
16,-1.2223306092589812,23.30869354180996,PI,-6.0,-97.5,-9.5,sacculifer,1,23.386296880279993,0.07760333847003409
17,-1.3414533345817485,22.40307639489646,PI,-6.0,-93.5,0.5,ruber,0,23.46656407391715,1.0634876790206924
18,-1.3752146836153907,22.33211530845898,PI,-6.0,-92.5,0.5,ruber,0,23.390542495816355,1.058427187357374
19,-1.0526965000789548,24.187293190975993,PI,-6.0,-91.5,26.5,ruber,0,24.17741848183168,-0.009874709144312988
20,-1.0068952977877839,24.25728786068538,PI,-6.0,-91.5,27.5,ruber,0,24.282741000037237,0.02545313935185689
21,-1.5700985345431575,21.792586148609672,PI,-6.0,-90.5,2.5,ruber,0,22.93554420036896,1.1429580517592868
22,-1.2481519333695874,21.792586148609672,PI,-6.0,-90.5,2.5,sacculifer,1,23.332297608694255,1.5397114600845825
23,-1.0573780726344988,22.877651136728986,PI,-6.0,-89.5,-1.5,ruber,0,24.149183036691912,1.2715318999629268
24,-0.7074932209187985,22.877651136728986,PI,-6.0,-89.5,-1.5,sacculifer,1,24.296087189269063,1.418436052540077
25,-1.6766527592361928,21.70580048816427,PI,-6.0,-89.5,2.5,ruber,0,22.69760982775634,0.99180933959207
26,-1.2624887568052898,21.70580048816427,PI,-6.0,-89.5,2.5,sacculifer,1,23.291707425884184,1.585906937719912
27,-1.450267678154991,21.36880506943791,PI,-6.0,-87.5,2.5,ruber,0,23.22509816700632,1.8562930975684075
28,-1.3826714339427517,21.36880506943791,PI,-6.0,-87.5,2.5,sacculifer,1,23.094946623919896,1.726141554481984
29,-1.37531969213839,21.082154638672165,PI,-6.0,-87.5,5.5,sacculifer,1,23.10083414121018,2.0186795025380135
30,-0.8298087875248723,24.38809427566764,PI,-6.0,-87.5,29.5,ruber,0,24.715199614013777,0.3271053383461364
31,-1.1625641742565977,22.559269676880803,PI,-6.0,-86.5,-2.5,ruber,0,23.91734094274436,1.3580712658635576
32,-0.8596965602362132,22.559269676880803,PI,-6.0,-86.5,-2.5,sacculifer,1,24.02033824436662,1.4610685674858175
33,-1.238920754445604,22.38108806748761,PI,-6.0,-86.5,-1.5,ruber,0,23.715863568942606,1.3347755014549954
34,-0.9349197202965667,22.38108806748761,PI,-6.0,-86.5,-1.5,sacculifer,1,23.896191809436946,1.5151037419493356
35,-1.2518500406313873,22.053149469995503,PI,-6.0,-85.5,-1.5,ruber,0,23.690507077725954,1.6373576077304506
36,-1.0844558828822322,22.053149469995503,PI,-6.0,-85.5,-1.5,sacculifer,1,23.635280892659992,1.5821314226644887
37,-1.2099740234218603,22.00108758863007,PI,-6.0,-84.5,-2.5,ruber,0,23.79579093498174,1.7947033463516675
38,-1.1016164832109145,22.00108758863007,PI,-6.0,-84.5,-2.5,sacculifer,1,23.59115539800896,1.5900678093788905
39,-1.356880936666264,21.03129201228529,PI,-6.0,-84.5,8.5,ruber,0,23.45536296557104,2.4240709532857494
40,-1.3735528508690034,20.834041510162166,PI,-6.0,-83.5,7.5,ruber,0,23.39462706222252,2.5605855520603527
41,-1.340278136952521,23.87785934830464,PI,-6.0,-83.5,24.5,ruber,0,23.49032904601263,-0.38753030229201
42,-1.3595757651303644,21.766716060635986,PI,-6.0,-82.5,-2.5,ruber,0,23.43534073862162,1.6686246779856333
43,-1.0005327031928624,21.766716060635986,PI,-6.0,-82.5,-2.5,sacculifer,1,23.769314052105425,2.0025979914694396
44,-1.5794765582688188,21.27502906238118,PI,-6.0,-82.5,-0.5,ruber,0,22.90408642043312,1.6290573580519414
45,-1.323181217143657,21.27502906238118,PI,-6.0,-82.5,-0.5,sacculifer,1,23.195079417866285,1.920050355485106
46,1.0854022821005835,26.10556803673893,PI,-6.0,-79.5,-43.5,bulloides,2,26.298259461260415,0.19269142452148458
47,1.020723768058458,26.10556803673893,PI,-6.0,-79.5,-43.5,pachy_d,3,26.231331502242085,0.1257634655031552
48,-1.6299090487613723,23.064596694130785,PI,-6.0,-79.5,13.5,ruber,0,22.80451469839619,-0.2600819957345948
49,-1.6403893430399061,23.290905641778693,PI,-6.0,-79.5,16.5,ruber,0,22.760845998626813,-0.5300596431518798
50,-1.6464903856276587,23.290905641778693,PI,-6.0,-79.5,16.5,sacculifer,1,22.622836107436314,-0.6680695343423793
51,-1.670121480268028,23.310470949270098,PI,-6.0,-79.5,17.5,ruber,0,22.6854039209392,-0.6250670283308963
52,-1.6760929132895908,23.310470949270098,PI,-6.0,-79.5,17.5,sacculifer,1,22.57123027232608,-0.7392406769440178
53,1.100692299165844,26.089930612552905,PI,-6.0,-78.5,-43.5,bulloides,2,26.32585794771259,0.23592733515968334
54,1.0446933339397095,26.089930612552905,PI,-6.0,-78.5,-43.5,pachy_d,3,26.260020607039863,0.1700899944869576
55,-0.036367721281734794,24.503313590126254,PI,-6.0,-78.5,-17.5,bulloides,2,24.21359175474315,-0.28972183538310503
56,-1.5666808685558662,23.063264226324804,PI,-6.0,-78.5,11.5,ruber,0,22.922219619794493,-0.14104460653031126
57,-1.5601752935839115,23.118834348766768,PI,-6.0,-78.5,12.5,ruber,0,22.98030487167237,-0.1385294770943979
58,-1.605975937209963,23.22652612831189,PI,-6.0,-78.5,14.5,ruber,0,22.864719879432425,-0.3618062488794642
59,-1.6436229727181697,23.300602366177884,PI,-6.0,-78.5,16.5,ruber,0,22.756633695327512,-0.5439686708503721
60,-1.6492924620310316,23.300602366177884,PI,-6.0,-78.5,16.5,sacculifer,1,22.610939719853373,-0.6896626463245106
61,-1.4887531507591898,23.205289200047133,PI,-6.0,-77.5,12.5,ruber,0,23.116184010911887,-0.08910518913524612
62,-1.643030270780124,23.321097297291175,PI,-6.0,-77.5,16.5,ruber,0,22.78537902127744,-0.5357182760137356
63,-1.6478666011023917,23.321097297291175,PI,-6.0,-77.5,16.5,sacculifer,1,22.609918600470255,-0.7111786968209195
64,-1.661198144255711,23.33938912711892,PI,-6.0,-77.5,17.5,ruber,0,22.72351067683323,-0.6158784502856918
65,-1.641863508304683,23.332931004993213,PI,-6.0,-76.5,16.5,ruber,0,22.772829833590315,-0.5601011714028985
66,-1.6463027288623664,23.332931004993213,PI,-6.0,-76.5,16.5,sacculifer,1,22.608148058496077,-0.724782946497136
67,-1.102769177397294,24.213597352177487,PI,-6.0,-76.5,32.5,ruber,0,24.054381064763543,-0.159216287413944
68,1.2509114833541881,26.059638375618874,PI,-6.0,-75.5,-43.5,bulloides,2,26.613370794181755,0.5537324185628805
69,1.2064216234990612,26.059638375618874,PI,-6.0,-75.5,-43.5,pachy_d,3,26.44322374074673,0.3835853651278569
70,1.1798836957738659,25.999943361174246,PI,-6.0,-75.5,-42.5,bulloides,2,26.470008380862172,0.4700650196879259
71,1.1249409449180763,25.999943361174246,PI,-6.0,-75.5,-42.5,pachy_d,3,26.358174248263804,0.3582308870895581
72,1.0683153491543123,25.893333975348924,PI,-6.0,-75.5,-41.5,bulloides,2,26.26064846548438,0.36731449013545614
73,1.001955312610505,25.893333975348924,PI,-6.0,-75.5,-41.5,pachy_d,3,26.21123081939958,0.317896844050658
74,-0.09769198866604262,24.95607515963752,PI,-6.0,-75.5,-25.5,bulloides,2,24.114930375166278,-0.8411447844712434
75,-1.1023486337566757,24.23509778825553,PI,-6.0,-75.5,31.5,ruber,0,24.057050340394813,-0.1780474478607168
76,-0.9510991827082287,24.45413423854677,PI,-6.0,-75.5,34.5,ruber,0,24.399968689068384,-0.054165549478387476
77,1.2211777218960096,25.905760370146254,PI,-6.0,-74.5,-41.5,bulloides,2,26.55766630757042,0.6519059374241643
78,1.1563229535919546,25.905760370146254,PI,-6.0,-74.5,-41.5,pachy_d,3,26.387164129872122,0.48140375972586824
79,1.0556231961481028,25.82236628354906,PI,-6.0,-74.5,-40.5,pachy_d,3,26.269003471513045,0.44663718796398655
80,-1.4839925558941889,23.333501591990228,PI,-6.0,-74.5,13.5,ruber,0,23.12823940204966,-0.20526218994056933
81,-1.487605447765524,23.333501591990228,PI,-6.0,-74.5,13.5,sacculifer,1,22.890820558668686,-0.4426810333215414
82,-1.6436997392237949,23.32429476521662,PI,-6.0,-74.5,16.5,ruber,0,22.76571210620875,-0.5585826590078717
83,-1.6480635427238652,23.32429476521662,PI,-6.0,-74.5,16.5,sacculifer,1,22.61766468619255,-0.7066300790240696
84,-1.436136474876068,23.615518790368725,PI,-6.0,-74.5,21.5,ruber,0,23.252825554417207,-0.36269323595151803
85,-1.4428494079390748,23.615518790368725,PI,-6.0,-74.5,21.5,sacculifer,1,22.964781174329744,-0.6507376160389811
86,0.9265700471055559,25.55717545201759,PI,-6.0,-73.5,-35.5,bulloides,2,26.01418317124934,0.45700771923175054
87,0.8222105205046408,25.55717545201759,PI,-6.0,-73.5,-35.5,pachy_d,3,26.00982344288557,0.45264799086798035
88,0.6408128558582942,25.77771005121133,PI,-6.0,-73.5,-33.5,bulloides,2,25.473160579216508,-0.30454947199482163
89,0.5110075660114604,25.77771005121133,PI,-6.0,-73.5,-33.5,pachy_d,3,25.65623575602647,-0.12147429518486064
90,0.3929538920975266,25.448446057051626,PI,-6.0,-73.5,-29.5,pachy_d,3,25.512065448593635,0.06361939154200869
91,0.6379149970621267,25.81460649982921,PI,-6.0,-72.5,-33.5,bulloides,2,25.46592191602774,-0.3486845838014716
92,0.5206904508454612,25.81460649982921,PI,-6.0,-72.5,-33.5,pachy_d,3,25.652733071064134,-0.1618734287650767
93,0.6221210155584717,25.783610316063573,PI,-6.0,-72.5,-32.5,bulloides,2,25.452830157811132,-0.3307801582524412
94,0.5025379669336534,25.783610316063573,PI,-6.0,-72.5,-32.5,pachy_d,3,25.640808243138896,-0.1428020729246775
95,0.5868198756892091,25.56529604955199,PI,-6.0,-72.5,-30.5,bulloides,2,25.366511000265223,-0.19878504928676577
96,0.4574816902876831,25.56529604955199,PI,-6.0,-72.5,-30.5,pachy_d,3,25.584847355604172,0.019551306052182582
97,-1.6515155603567946,23.260065884226066,PI,-6.0,-72.5,15.5,ruber,0,22.755476044788043,-0.5045898394380224
98,-1.6563229767532577,23.260065884226066,PI,-6.0,-72.5,15.5,sacculifer,1,22.59655769835024,-0.6635081858758269
99,-1.6620845769959873,23.289983362884442,PI,-6.0,-72.5,16.5,ruber,0,22.707180803339234,-0.5828025595452075
100,-1.6665778187593803,23.289983362884442,PI,-6.0,-72.5,16.5,sacculifer,1,22.592740819784833,-0.697242543099609
101,0.6343199267985375,25.8454516580195,PI,-6.0,-71.5,-33.5,bulloides,2,25.45907849088486,-0.3863731671346393
102,0.5271840818819644,25.8454516580195,PI,-6.0,-71.5,-33.5,pachy_d,3,25.66502436830504,-0.18042728971445854
103,0.5725124937856036,25.554412709773942,PI,-6.0,-71.5,-30.5,bulloides,2,25.35664119083608,-0.19777151893786282
104,0.43942753864057016,25.554412709773942,PI,-6.0,-71.5,-30.5,pachy_d,3,25.572511709414815,0.01809899964087336
105,0.4162264668166149,25.182338986372656,PI,-6.0,-71.5,-27.5,bulloides,2,25.077365648158093,-0.10497333821456323
